Player,Team,Games,Kicks,Marks,Handballs,Disposals,Goals,Behinds,Hit Outs,Tackles,Rebound 50s,Inside 50s,Clearances,Clangers,Frees For,Frees Against,Brownlow Votes,Contested Possessions,Uncontested Possessions,Contested Marks,Marks Inside 50,One Percenters,Bounces,Goal Assists
"Deledio, Brett",RI,22,339,110,266,605,17,15,24,102,42,129,80,41,21,7,13,213,380,11,10,25,38,18
"Jack, Kieren",SY,25,359,65,242,601,27,13, ,140,29,129,121,82,30,35,15,292,307,2,7,38,8,27
"OKeefe, Ryan",SY,24,329,72,271,600,20,7,4,156,53,81,114,68,35,22,11,278,308,6,14,53,1,14
"Selwood, Scott",WC,24,265,114,332,597,11,7, ,117,33,71,126,46,30,24,15,241,353,4,9,34,16,21
"Hannebery, Dan",SY,25,261,95,335,596,10,8, ,84,36,72,60,64,14,21,12,218,383,6,10,35,1,11
"Swallow, Andrew",NM,23,278,74,316,594,9,12,3,164,44,97,150,67,57,34,10,296,303,2,4,37,6,17
"Gaff, Andrew",WC,24,374,114,217,591,9,13, ,34,51,105,40,48,10,12,4,136,447,1,9,26,53,11
"Barlow, Michael",FR,24,310,103,275,585,8,14,12,124,43,75,94,66,15,14,1,251,329,4,11,25,2,16
"Tuck, Shane",RI,22,266,117,310,576,11,11,14,124,31,104,123,56,26,27,10,298,285,18,7,46, ,6
"Priddis, Matt",WC,22,196,60,379,575,8,3, ,122,37,58,148,53,34,21,9,302,278, , ,25,13,12
"Grigg, Shaun",RI,22,322,133,239,561,18,10,28,44,42,91,69,31,19,9,11,149,411,2,10,33,9,9
"Cornes, Kane",PA,22,282,124,278,560,5,6, ,64,50,59,60,56,20,22,3,154,409,3,5,22,17,9
"Scotland, Heath",CA,21,283,116,270,553,2,6, ,72,61,71,51,48,19,17,9,179,370,3,4,50,18,3
"Kerr, Daniel",WC,24,291,56,261,552,13,8,1,53,38,70,129,59,36,25,7,284,272,4,5,35,15,8
"Redden, Jack",BL,22,263,108,286,549,11,3,11,142,33,62,113,75,34,33,6,251,302,12,7,31,2,12
"Selwood, Joel",GE,21,293,74,246,539,13,12,21,118,30,108,141,54,56,22,14,285,270,6,9,63,8,19
"Griffen, Ryan",WB,20,287,66,252,539,8,11,4,86,39,106,99,52,24,17,11,232,298,5,5,31,33,13
"Greene, Toby",GW,19,273,73,266,539,8,10,1,63,59,63,93,81,34,29,4,209,335,2,2,12,8,6
"Hayes, Lenny",SK,22,255,71,283,538,7,8,17,130,40,79,119,61,24,21,19,238,299,2,5,33,10,8
"Rockliff, Tom",BL,22,280,87,256,536,18,17, ,95,42,70,93,60,14,25,8,233,302,15,19,47,1,6
"Birchall, Grant",HW,23,315,135,216,531,1,4, ,38,63,75,24,32,18,10,1,146,376,10, ,56,23,12
"Sloane, Rory",AD,24,301,113,222,523,19,6,9,101,36,96,76,47,21,16,11,253,280,14,6,53,14,10
"Bastinac, Ryan",NM,23,264,85,259,523,12,13, ,51,41,84,41,70,8,23,5,141,379,3,11,20,19,17
"Bennell, Harley",GC,22,273,72,248,521,25,18,15,48,60,81,71,57,7,14,6,190,319,9,12,34,30,17
"Masten, Chris",WC,24,298,104,223,521,20,9, ,78,25,109,52,69,15,22,3,156,372,5,5,23,22,20
"Harvey, Brent",NM,23,285,99,235,520,35,9, ,47,30,83,52,54,20,19,4,147,369,5,13,28,49,18
"Montagna, Leigh",SK,22,324,100,194,518,13,8, ,104,44,94,85,57,16,17,6,187,323,3,8,21,28,18
"Jones, Nathan",ME,21,265,45,251,516,16,10, ,95,26,73,118,63,39,32,14,217,305,3,2,18,16,6
"Dal Santo, Nick",SK,22,276,61,237,513,17,11,14,101,29,73,100,50,20,8,10,233,276,3,4,51,34,11
"Ebert, Brad",PA,22,301,103,203,504,17,13,7,128,45,78,77,73,24,30,9,198,305,5,6,42,13,11
"Suckling, Matt",HW,25,333,140,166,499,16,11,2,40,70,86,29,44,13,10,5,122,360,6,5,42,20,7
"Stanton, Brent",ES,20,359,129,137,496,13,9,2,86,56,94,65,51,32,24,14,162,335,6,10,33,14,6
"Reilly, Brent",AD,25,350,150,141,491,2,2, ,67,80,42,25,52,17,23, ,159,310,23,1,59,15,5
"Lewis, Jordan",HW,22,243,108,247,490,27,15,51,67,19,81,87,50,21,22,1,207,291,7,15,43,2,19
"Ward, Callan",GW,20,278,86,210,488,8,11,26,100,40,77,101,50,33,28,5,248,239,16,7,26,17,12
"Goddard, Brendon",SK,20,300,121,187,487,12,13,10,60,50,56,49,50,25,17,4,162,321,12,16,31,13,16
"Mundy, David",FR,22,306,94,181,487,8,12,2,88,33,81,91,48,16,14,12,210,279,6,6,33,10,6
"Shuey, Luke",WC,21,286,82,197,483,19,22, ,89,37,88,115,52,54,22,11,208,281,3,9,21,42,14
"Gibbs, Bryce",CA,22,317,114,164,481,8,9,5,91,50,48,32,49,16,14,3,129,331,7,6,46,24,6
"Anthony, Liam",NM,19,244,106,230,474,10,10,3,54,37,81,41,49,13,8,2,137,337,2,6,11,10,11
"Houli, Bachar",RI,22,270,110,201,471,3,3, ,48,71,67,21,43,14,10, ,113,331,7,1,58,35,2
"Kelly, James",GE,19,257,59,213,470,2,5, ,128,35,65,108,69,15,31,12,225,239,6,2,41, ,6
"Pearce, Clancee",FR,24,247,120,222,469,16,6,1,103,31,64,59,52,20,22,9,180,290,6,11,33,1,11
"Grimes, Jack",ME,21,301,122,166,467,1,6, ,81,67,59,42,47,22,9,3,144,309,6,1,30,24,8
"Johnson, Michael",FR,24,316,166,150,466,3,1,4,52,78,40,8,46,21,14,1,136,316,17,3,114,4,3
"Johnson, Steve",GE,21,299,117,166,465,19,17,3,94,24,90,61,71,30,25,8,175,286,10,30,25,19,20
"Enright, Corey",GE,22,283,126,179,462,2,3,1,53,77,40,13,46,13,16,6,162,290,10,3,88,4,6
"Hanley, Pearce",BL,22,314,119,147,461,7,3,6,53,91,51,28,51,11,17,4,122,305,5,6,69,27,6
"Blair, Jarryd",CW,23,200,59,255,455,17,12, ,107,23,57,102,42,27,15,2,244,217,5,12,40,10,5
"van Berlo, Nathan",AD,25,293,105,162,455,13,11,1,126,30,83,73,61,17,23, ,171,267,9,10,28, ,16
"Shaw, Rhyce",SY,24,300,71,149,449,1,2, ,57,92,43,10,51,7,17,4,90,300,7, ,51,101,10
"Martin, Dustin",RI,20,257,63,190,447,23,23,4,60,23,85,67,62,18,22,5,169,291,5,15,23,30,8
"Wright, Matthew",AD,22,230,91,215,445,15,10, ,90,30,52,68,36,27,13,3,188,256,3,14,30,13,22
"Wells, Daniel",NM,20,290,72,149,439,14,16,7,59,36,96,77,42,11,10,9,161,284, ,13,40,26,21
"Whitecross, Brendan",HW,22,293,135,144,437,9,9,18,57,28,72,51,49,12,13,2,136,303,4,11,44,2,18
"Bolton, Jude",SY,22,183,70,253,436,23,10,4,117,16,71,73,40,24,12,10,203,234,5,14,45,2,6
"Broadbent, Matthew",PA,22,274,90,162,436,21,13,10,58,42,73,79,55,18,17,5,167,266,4,8,30,18,11
"Rich, Daniel",BL,20,269,73,165,434,20,13,2,65,32,97,86,58,22,23,8,196,244,6,5,26,3,9
"Thomas, Dale",CW,20,271,121,162,433,22,12, ,60,25,60,56,51,18,22,2,171,256,12,14,32,34,15
"Mackie, Andrew",GE,23,311,123,120,431,12,7, ,60,65,73,18,62,19,18,3,136,290,8,10,65,5,6
"Heppell, Dyson",ES,20,250,113,180,430,3,3,8,59,49,54,37,45,17,9,3,139,291,6,2,34,12,9
"Chapman, Paul",GE,21,292,107,136,428,36,15, ,94,31,69,49,45,23,21,6,146,269,12,28,24,3,8
"Burgoyne, Shaun",HW,24,246,83,182,428,11,5, ,82,49,53,66,27,11,12,6,172,250,5,3,54,9,6
"Corey, Joel",GE,20,189,54,239,428,3,5,15,103,22,64,95,73,18,35,2,202,216,1,4,25,3,8
"Bird, Craig",SY,25,220,69,207,427,12,12, ,105,30,54,59,50,16,21, ,198,227,4,12,27,2,15
"Black, Simon",BL,18,180,48,247,427,5,6, ,67,26,50,81,54,20,10,6,206,237, ,3,22,5,18
"Armitage, David",SK,21,275,100,151,426,17,8,1,98,30,74,79,67,36,31,9,164,268,6,14,24,16,11
"Simpson, Kade",CA,19,267,106,159,426,15,13,3,62,39,74,36,32,15,10,6,127,292,6,18,35,32,6
"Judd, Chris",CA,17,209,55,217,426,13,9, ,62,24,85,98,35,15,13,12,201,222,5,10,25,7,13
"Steven, Jack",SK,21,250,78,175,425,17,9, ,84,31,77,80,42,21,12,1,188,247,1,5,20,27,15
"Boak, Travis",PA,18,239,47,186,425,9,11, ,66,23,98,87,57,23,25,6,193,229,2,1,16,8,11
"Wallis, Mitch",WB,19,167,68,257,424,7,3, ,79,27,32,95,30,21,8, ,197,230,1,2,22,1,1
"Pearce, Danyle",PA,20,299,35,125,424,4,9, ,49,87,72,36,54,12,10, ,101,273,1,5,29,58,11
"Grundy, Heath",SY,24,258,117,166,424,2, , ,25,99,23,8,62,13,26, ,125,287,22,1,129,21, 
"Shaw, Heath",CW,21,318,107,105,423,9,2, ,58,105,42,12,67,19,33,1,128,261,16,9,78,80,5
"Waters, Beau",WC,20,279,146,143,422,8,4, ,48,61,52,3,44,21,23,4,115,292,22,6,61,34,10
"Atley, Shaun",NM,23,199,67,223,422,2,2, ,38,61,50,9,41,18,18,2,123,301,3,1,48,47,3
"Bartel, Jimmy",GE,20,230,101,190,420,12,10,23,121,24,72,56,63,32,22,8,196,235,15,17,62,4,15
"Murphy, Marc",CA,16,236,69,184,420,11,10, ,63,15,60,89,34,34,8,11,204,217,3,8,19,12,18
"Shiels, Liam",HW,22,243,74,177,420,7,7,3,106,16,78,66,63,13,16,1,154,263,4,5,31,7,3
"Murphy, Robert",WB,21,295,78,125,420,2, , ,33,85,38,9,44,12,18,5,83,302,4, ,55,46,4
"Rosa, Matt",WC,18,231,111,186,417,2,6,4,50,32,75,31,29,11,9,3,109,305,8,4,29,11,9
"Hurn, Shannon",WC,24,339,119,76,415,12,7, ,57,71,69,19,46,11,14,1,140,250,22,5,55,7,6
"Vince, Bernie",AD,20,293,83,121,414,18,10,1,34,49,70,73,51,17,15,6,167,250,5,7,19,6,10
"Firrito, Michael",NM,23,190,98,222,412,1,1, ,37,70,39,9,57,15,23,4,128,267,18,1,96,35,3
"de Boer, Matt",FR,23,188,102,222,410,15,10, ,138,17,50,49,55,26,23,2,198,213,16,15,22,3,10
"Mzungu, Tendai",FR,24,266,85,143,409,13,13,5,103,34,66,55,56,16,20,3,153,256,8,11,43,5,13
"Power, Luke",GW,20,227,84,182,409, ,1, ,52,52,27,35,50,17,13,1,149,255,5,3,44,2,2
"Cross, Daniel",WB,17,163,88,242,405,2,1,25,69,28,26,43,29,23,7, ,163,253,9,2,51, ,7
"Picken, Liam",WB,22,197,70,207,404,9,6,1,119,34,42,49,62,17,33, ,147,260,9,5,38,7,2
"Adcock, Jed",BL,21,244,104,160,404,3,2, ,85,81,57,17,36,25,15, ,111,274,5,2,65,1,11
"Duffield, Paul",FR,21,300,117,102,402,2,1, ,75,71,50,16,43,12,18,3,104,271,7,1,50,6,5
"Malceski, Nick",SY,22,295,68,106,401,6,5,1,77,102,86,21,44,13,17, ,99,275,5,1,64,12,11
"Pavlich, Matthew",FR,23,257,145,143,400,69,32,3,66,10,77,32,52,23,22,15,179,218,36,59,24,7,24
"Duncan, Mitch",GE,22,262,122,138,400,20,12,7,68,24,90,34,47,15,20,2,138,265,11,19,36,9,15
"Jetta, Lewis",SY,25,278,84,118,396,45,17, ,69,28,116,27,46,17,10,5,117,278,2,12,32,42,21
"Porplyzia, Jason",AD,22,257,103,138,395,30,13,2,60,23,62,50,58,9,23,2,167,223,20,30,31,4,15
"Rance, Alex",RI,22,236,136,159,395, , , ,48,86,30,6,65,38,31,3,158,246,18, ,168,17,4
"Roughead, Jarryd",HW,23,227,105,165,392,41,28,222,64,15,55,82,54,24,26,4,214,183,23,42,63,2,21
"McCarthy, John",PA,21,229,88,163,392,5,9,4,57,39,63,42,71,12,24, ,125,277,5,7,21,35,4
"Hill, Stephen",FR,22,230,53,160,390,10,13, ,70,25,88,82,44,11,19,4,185,213,6,7,32,29,14
"Mackay, David",AD,23,211,89,178,389,9,6,5,96,45,60,30,38,12,19, ,126,262,7,7,32,21,9
"Trengove, Jack",ME,22,199,88,190,389,8,8,17,99,36,52,39,59,24,21, ,148,234,13,11,28,7,8
"Dempster, Sean",SK,22,274,155,115,389, ,2,1,43,72,41,7,37,12,13,2,124,248,26, ,101,26,6
"McLean, Brock",CA,15,179,78,209,388,10,8,2,78,18,39,66,48,16,28,10,171,215,7,9,26,5,9
"Ibbotson, Garrick",FR,23,260,116,128,388,1,5,2,50,53,46,36,34,20,13, ,138,252,11,6,49,6,4
"Thompson, Scott",NM,21,184,123,203,387, ,3, ,48,79,17,11,55,20,26,6,178,200,28,1,127,31,1
"Smith, Isaac",HW,22,222,95,164,386,17,13,12,86,30,72,28,43,13,12, ,106,268,3,6,18,23,9
"Scully, Tom",GW,19,177,51,209,386,4,4,1,85,26,53,48,59,20,29, ,144,250,2,4,17,19,17
"Cox, Dean",WC,24,238,144,147,385,28,14,628,39,27,57,63,45,60,24,9,161,221,38,23,36,10,13
"Lumumba, Heritier",CW,24,239,94,146,385,3,2, ,58,89,25,8,42,13,18,3,123,255,9,2,73,21,5
"Wellingham, Sharrod",CW,20,233,88,151,384,13,13,2,87,22,67,57,44,13,20,1,166,226,18,13,27,4,12
"Treloar, Adam",GW,18,223,86,157,380,12,5, ,48,41,46,34,45,13,15, ,126,240,8,3,22,28,6
"Robinson, Mitch",CA,18,213,94,166,379,12,10,17,93,23,69,48,62,23,25,6,154,233,7,10,37,4,8
"Breust, Luke",HW,24,175,77,199,374,45,25, ,113,4,64,33,46,25,24,3,179,207,5,34,29,7,26
"Howlett, Ben",ES,19,205,62,169,374,6,8, ,121,36,63,85,55,12,24, ,179,193,3,2,29,8,12
"Doughty, Michael",AD,24,206,100,167,373,2,1, ,74,47,29,20,35,21,15, ,132,234,7, ,92,1,5
"Fasolo, Alex",CW,24,236,113,135,371,28,20, ,64,12,83,21,52,18,22, ,149,225,17,18,16,9,8
"Smith, Brodie",AD,22,230,82,141,371,5,5,4,45,65,44,21,36,6,12, ,121,229,1,1,47,15,6
"Cunnington, Ben",NM,20,146,61,221,367,10,4,2,107,22,46,80,47,11,22, ,174,194,9,7,29, ,6
"Newman, Chris",RI,22,252,114,114,366,3,5, ,51,48,39,17,31,22,5, ,123,228,15,4,57,14,3
"Cassisi, Domenic",PA,19,185,64,180,365, ,3,1,88,41,24,57,48,33,26,2,167,198,3,2,25, ,4
"Dempsey, Courtenay",ES,20,238,106,124,362,4, ,2,62,51,50,17,49,19,11, ,116,244,4,1,39,14,3
"Rioli, Cyril",HW,23,218,77,142,360,39,22,2,121,6,90,52,26,32,7,6,198,174,15,25,48,17,26
"Young, Clinton",HW,20,267,98,92,359,13,16,2,64,49,108,22,46,19,12,3,72,286,1,5,30,16,10
"Macmillan, Jamie",NM,23,203,83,156,359,11,7, ,45,35,63,20,33,10,10, ,92,264,5,3,22,31,5
"Richards, Ted",SY,25,198,125,160,358, , , ,51,90,25,3,37,22,22,1,152,201,35, ,188,4, 
"Taylor, Harry",GE,22,205,135,152,357,15,5,7,48,51,36,12,34,13,12,7,153,202,37,15,131,4,5
"Gram, Jason",SK,17,219,90,138,357,6,6, ,43,45,64,25,30,8,7,1,97,258,2,3,46,6,3
"Edwards, Shane",RI,20,167,49,188,355,29,26,2,56,5,54,53,43,17,25,2,171,174,4,10,25,7,21
"Crowley, Ryan",FR,24,208,78,147,355,12,16,1,88,26,56,50,65,24,37, ,141,207,8,12,18, ,5
"Jackson, Daniel",RI,19,197,74,158,355,10,13,3,66,17,64,44,52,12,21, ,124,233,4,4,26, ,9
"Gibson, Josh",HW,22,195,108,158,353, , , ,47,64,17,3,30,15,10,3,103,239,6, ,194,1,1
"Wright, Sam",NM,21,196,91,156,352,11,6, ,41,61,28,18,35,12,16,3,124,222,10,6,48,13,6
"Geary, Jarryn",SK,20,189,78,163,352,2,3, ,41,49,36,15,35,11,11, ,121,229,9,1,60,29,11
"Liberatore, Tom",WB,17,179,64,172,351,4,1, ,65,28,53,101,30,14,16, ,180,172, , ,10, ,4
"Johnson, Alex",SY,25,209,108,142,351, ,4, ,65,82,29,4,44,13,12, ,126,218,18, ,102,20,5
"Franklin, Lance",HW,19,250,111,100,350,69,64,3,71,3,82,11,78,37,47,12,168,198,39,68,39,18,24
"Schoenmakers, Ryan",HW,25,211,120,139,350,4,2,1,43,61,25,8,69,16,37, ,141,202,12,5,145,2,1
"Guerra, Brent",HW,19,244,104,106,350,2,5, ,51,60,39,18,35,22,15,1,81,250,1,2,35,8,4
"Howe, Jeremy",ME,22,227,122,122,349,19,25,16,68,24,58,42,52,27,20, ,177,175,47,23,33,13,7
"Conca, Reece",RI,18,202,73,147,349,5,5,2,57,27,45,45,61,16,31,1,119,216,2,5,21,5,4
"McPharlin, Luke",FR,21,230,171,119,349,1,2, ,28,65,12,2,36,16,21, ,99,248,26,2,79,23,3
"Westhoff, Justin",PA,22,213,116,135,348,28,10,61,58,15,72,25,48,27,23,1,135,209,23,22,41,5,12
"Carrazzo, Andrew",CA,14,155,53,190,345,5,1, ,66,17,49,85,38,25,18,2,169,177,1,4,5,3,4
"Adams, Leigh",NM,18,180,50,164,344,17,15,1,59,12,58,55,35,16,15,4,134,196,2,8,32, ,15
"McPhee, Adam",FR,21,235,124,109,344,2, , ,36,55,23,7,43,16,22, ,111,235,11,1,78,4,3
"Lake, Brian",WB,20,261,160,82,343,4,7,1,30,77,18,2,48,18,24,7,107,227,34,7,83,5,1
"Higgins, Shaun",WB,19,195,81,146,341,22,16, ,57,25,45,21,38,13,16, ,122,215,10,20,25,11,10
"McKenzie, Jordie",ME,20,167,30,174,341,3,2, ,116,19,41,79,63,34,41, ,162,173,1, ,28,2,5
"Ziebell, Jack",NM,17,222,67,113,335,9,2,1,65,25,61,94,55,19,24,3,185,154,5,6,27,1,6
"Morris, Steven",RI,21,173,78,162,335,1,2, ,46,37,33,10,40,18,17, ,115,219,10,1,73,18,6
"Caddy, Josh",GC,22,184,80,150,334,15,6,11,56,24,53,44,39,10,10, ,132,206,8,7,32,4,2
"Maric, Ivan",RI,21,158,92,175,333,7,6,652,79,17,47,65,56,28,28,2,173,155,30,8,68,1,14
"Goodes, Adam",SY,19,217,103,115,332,37,19,4,56,10,69,33,51,16,18,2,144,182,18,40,48,10,18
"Douglas, Richard",AD,19,236,74,96,332,11,16,1,52,23,82,54,41,16,15, ,138,195,2,9,30,6,20
"McDonald, Tom",ME,20,161,94,171,332, ,1,1,40,68,15,10,39,7,9, ,123,194,13, ,131,18,5
"Hale, David",HW,24,139,94,192,331,24,18,547,54,12,38,67,59,28,39,3,193,151,33,33,65,1,15
"Cloke, Travis",CW,25,259,157,71,330,59,34, ,43, ,92,1,59,20,28,7,182,151,73,71,49, ,16
"Ellis, Brandon",RI,21,183,80,147,330,2,8, ,36,32,28,15,37,7,10, ,86,245,4,2,27,12, 
"Christensen, Allen",GE,17,166,47,163,329,9,9, ,63,20,46,47,37,23,14, ,150,182,5,8,19,3,12
"Davis, Phil",GW,22,209,122,119,328,5,1,3,42,73,8,8,59,20,23, ,124,193,24,5,121,5,3
"Melksham, Jake",ES,22,215,90,112,327,14,13,7,50,29,77,41,60,24,27, ,120,215,7,9,34,17,8
"Mattner, Martin",SY,24,205,81,122,327,1,3, ,74,55,28,9,50,17,16, ,99,211,8, ,117,14,4
"Smith, Nick",SY,22,162,67,164,326, ,3, ,87,43,23,17,31,15,12, ,128,197,10,1,75, ,3
"McGlynn, Ben",SY,22,206,80,119,325,30,24,1,73,13,68,22,46,32,13,2,115,212,1,21,33,6,15
"Mayne, Chris",FR,23,163,109,158,321,39,7,5,83,2,44,12,25,29,5,2,147,173,23,38,27,4,20
"Jacobs, Sam",AD,24,190,98,131,321,7,8,743,34,27,39,36,39,20,17,5,142,182,21,7,54, ,12
"Gilbert, Sam",SK,21,179,83,142,321,7,7,6,75,33,51,21,47,14,19, ,130,192,9,4,63,12,8
"Smith, Devon",GW,20,174,61,144,318,10,19, ,85,13,51,34,47,18,21, ,123,197,2,11,20,16,4
"Curnow, Ed",CA,18,128,58,190,318, ,2, ,89,17,33,50,32,11,15, ,139,183,1,2,24,6,3
"Ballantyne, Hayden",FR,21,236,58,81,317,31,17, ,79,14,71,44,70,38,25,3,153,167,2,15,30,10,11
"Bugg, Tomas",GW,18,150,72,167,317,6,3, ,57,41,17,20,37,20,19, ,92,217,2,3,42,8,1
"Cornes, Chad",GW,16,181,103,136,317,4,3,5,36,58,13,5,55,11,21,2,93,211,17,2,68, ,2
"Hunt, Taylor",GE,21,146,75,170,316,8,6, ,70,26,50,22,36,12,15, ,122,196,6,5,29,24,7
"Zorko, Dayne",BL,16,168,74,146,314,16,14,2,103,8,80,33,36,18,15,6,135,184,3,9,24,14,14
"Stanley, Danny",GC,13,163,92,150,313,1,3,1,36,29,21,22,38,7,8, ,110,203,11,5,26,4,10
"Stokes, Mathew",GE,20,149,70,161,310,15,6, ,63,7,54,23,38,23,15, ,113,199, ,15,13,1,18
"Jones, Clinton",SK,17,116,54,191,307,2,1, ,106,17,33,54,34,11,11, ,117,188, ,2,31,20,2
"Sylvia, Colin",ME,17,170,59,135,305,15,6,13,64,17,59,44,44,11,12,2,136,173,5,13,25,8,9
"Raines, Andrew",BL,19,167,31,138,305,8,6, ,74,15,47,43,58,15,27, ,101,204, , ,16,5,3
"Parker, Luke",SY,19,140,54,164,304,5,5,1,53,15,48,47,35,10,19,4,125,176,2,2,20,5,7
"Armfield, Dennis",CA,21,186,73,113,299,16,6, ,58,16,55,16,32,17,11, ,99,191,2,13,25,9,9
"Shaw, Matt",GC,19,170,80,129,299,5,6,2,27,31,41,13,31,12,12,1,82,224,2,3,27,28,5
"Jetta, Leroy",ES,21,178,61,120,298,22,22, ,67,8,82,16,40,18,17,3,105,201,4,10,29,20,21
"Dahlhaus, Luke",WB,17,174,45,124,298,13,18, ,67,13,71,38,30,23,8,4,140,165,4,5,21,7,12
"Adams, Taylor",GW,15,167,51,131,298,5,1, ,53,29,39,59,38,18,16, ,122,179,1,1,17,3,4
"Brown, Jonathan",BL,20,189,143,108,297,47,20,15,20,3,49,4,44,26,15,4,114,192,31,54,17,1,13
"Hartlett, Hamish",PA,15,168,59,129,297,5,6, ,66,43,41,34,37,18,10,6,134,163,10, ,23,11,1
"McKenzie, Trent",GC,18,193,87,104,297,4,6,3,46,51,39,26,38,18,4, ,95,191,3,4,37,14,4
"Petrie, Drew",NM,23,205,147,91,296,58,18,55,56,6,67,15,55,37,22,9,167,133,47,60,55,2,17
"Nahas, Robin",RI,22,170,58,126,296,34,17, ,83,6,51,4,42,17,20,1,112,187,1,15,12,10,15
"Motlop, Steven",GE,22,192,52,104,296,26,14, ,52,14,63,16,51,7,14,1,117,171, ,7,16,26,9
"Frawley, James",ME,19,215,96,80,295, ,1,4,45,73,27,3,53,15,27, ,87,185,14,1,97,7,4
"Cooney, Adam",WB,14,162,38,131,293,9,6, ,37,12,47,44,25,6,7,3,114,176,3,9,9,7,7
"Brennan, Jared",GC,17,180,75,113,293,7,10,35,55,38,36,31,58,19,26, ,132,161,14,10,51,8,3
"Stratton, Ben",HW,25,175,97,118,293, , , ,70,41,24,8,35,18,16, ,105,188,13, ,126,11, 
"Dawes, Chris",CW,23,158,110,134,292,16,20,89,59,4,59,10,48,20,20, ,132,170,23,18,42, ,11
"Minson, Will",WB,21,138,57,154,292,4,6,667,67,29,41,70,37,17,20, ,144,136,17,5,61,1,4
"Riewoldt, Jack",RI,22,211,114,80,291,65,48,8,57,1,40,9,49,27,24,6,153,137,39,83,37,3,20
"Callinan, Ian",AD,23,185,72,106,291,39,20, ,34,9,48,16,39,10,14,1,124,154,7,28,12,4,18
"Merrett, Daniel",BL,22,191,113,100,291,26,13,57,63,29,38,21,74,20,37,5,138,152,25,30,132,2,3
"Maxwell, Nick",CW,20,168,93,123,291,2, ,15,58,49,34,14,37,16,14, ,121,170,18, ,113,5,2
"Zaharakis, David",ES,13,171,43,119,290,7,8, ,42,30,59,39,29,10,9, ,104,184,1,3,6,8,7
"Fletcher, Dustin",ES,18,244,88,45,289,1,2, ,20,89,20,5,34,12,10,1,86,151,12, ,110, , 
"Warnock, Matthew",GC,22,145,89,144,289, , ,2,26,41,3,4,54,10,32, ,116,167,11, ,183,10,1
"Lester, Ryan",BL,19,168,77,120,288,3,4,1,30,38,24,16,34,14,17, ,95,195,5,2,44,4,3
"Naitanui, Nic",WC,22,116,66,171,287,24,14,543,75,16,55,64,38,31,20,10,227,68,45,23,61,9,12
"Palmer, Rhys",GW,15,158,66,128,286,9,9,6,34,27,33,32,35,21,13, ,106,183,6,10,23,3,3
"Macdonald, Joel",ME,16,140,61,146,286, ,1,1,43,41,14,17,39,8,19, ,115,173,7, ,51,4,3
"Betts, Eddie",CA,22,182,72,103,285,48,30, ,62,5,46,25,40,26,14,1,153,117,11,36,22,7,25
"Giles, Jonathan",GW,20,177,70,108,285,18,8,442,43,16,42,70,66,45,31,7,188,101,26,18,72, ,4
"Trengove, Jackson",PA,20,139,83,146,285,1,2,26,53,43,14,13,44,19,19, ,121,166,12, ,116, ,4
"Rutten, Ben",AD,25,148,125,136,284,2,1,4,40,41,9,6,25,12,12, ,101,184,19,1,90,2,2
"Reid, Ben",CW,20,181,110,103,284,1,1,3,28,66,28,6,30,17,12, ,107,177,24,1,103,6,5
"Rivers, Jared",ME,22,171,109,111,282,13,10,9,41,41,25,5,34,11,18, ,112,172,33,19,98,2,3
"Hunt, Josh",GE,18,185,106,97,282,5,5, ,43,47,34,6,27,9,11, ,86,193,18,5,54,3,3
