Player,Team,Games,Kicks,Marks,Handballs,Disposals,Goals,Behinds,Hit Outs,Tackles,Rebound 50s,Inside 50s,Clearances,Clangers,Frees For,Frees Against,Brownlow Votes,Contested Possessions,Uncontested Possessions,Contested Marks,Marks Inside 50,One Percenters,Bounces,Goal Assists
"Simpson, Adam",NM,21,238,77,267,505,4,5,13,77,26,76,98,52,28,19,7,166,332,3,5,46,9,8
"McMahon, Jordan",RI,22,313,130,191,504,6,7, ,36,80,58,23,57,10,18,2,82,419,2,4,45,25,6
"Scotland, Heath",CA,21,296,122,207,503,11,5,1,45,61,82,30,46,8,16,2,118,382,7,5,36,55,11
"Doughty, Michael",AD,23,239,134,264,503,3,1,6,75,54,42,41,49,40,19, ,152,359,2, ,61,14,4
"Edwards, Tyson",AD,23,306,140,195,501,19,15,17,71,44,49,56,47,17,18,10,149,348,10,12,28,28,14
"Lewis, Jordan",HW,20,232,127,269,501,6,6,2,24,23,76,80,62,18,32,9,173,330,8,7,35,15,14
"Bock, Nathan",AD,23,335,162,160,495,2,5,1,34,84,43,11,66,21,30,6,119,377,13,7,90,66,6
"Sewell, Brad",HW,21,188,100,305,493,7,8, ,99,23,78,99,45,19,24,16,183,313,3,6,19,9,12
"Embley, Andrew",WC,21,311,156,181,492,7,13,1,41,74,59,20,53,20,12, ,122,361,11,6,39,32,6
"Ladson, Rick",HW,25,229,106,261,490,3,9, ,69,44,64,28,43,17,16, ,119,369,6,7,42,21,23
"Stanton, Brent",ES,22,321,122,165,486,18,13, ,72,65,94,56,71,34,18,5,137,350,6,17,31,63,16
"Cox, Dean",WC,22,233,126,253,486,9,10,571,34,50,59,83,53,42,16,3,185,298,9,5,28,18,9
"van Berlo, Nathan",AD,23,234,110,251,485,8,12,13,83,30,84,69,42,29,17,6,157,334,2,6,27,21,7
"Griffen, Ryan",WB,24,295,103,183,478,18,9,4,63,33,124,61,50,18,20,10,157,323,7,6,27,100,14
"Cassisi, Domenic",PA,21,225,62,252,477,10,3,5,133,33,45,95,64,44,27,4,204,276, ,2,33,8,10
"Bolton, Jude",SY,24,244,84,231,475,11,5,5,143,21,97,102,74,37,33,5,219,258,5,9,32, ,14
"Mackie, Andrew",GE,21,290,141,179,469,11,9, ,38,51,59,13,48,16,12,3,92,377,5,14,50,19,12
"Goodwin, Simon",AD,23,272,120,196,468,33,29,1,61,26,98,46,40,29,13,5,167,299,8,33,20,6,16
"McVeigh, Jarrad",SY,24,251,114,216,467,32,14,2,75,40,68,77,44,18,16,4,180,288,5,19,28,8,17
"Foley, Nathan",RI,21,200,48,267,467,8,5,1,75,25,46,97,63,28,29,9,202,266,1,5,20,56,12
"Palmer, Rhys",FR,20,270,100,192,462,10,8,1,47,38,68,62,56,33,11,7,168,301,7,9,17,67,10
"Wheatley, Paul",ME,19,278,124,184,462,2,8, ,41,84,63,29,52,10,8,5,91,344,5,3,49,28,8
"Hodge, Luke",HW,20,290,114,171,461,20,8,2,70,53,71,59,46,36,23,2,155,308,21,10,60,12,9
"Hargrave, Ryan",WB,25,300,156,161,461,2,3, ,41,91,40,19,64,13,24, ,97,350,3,3,67,11,9
"Eagleton, Nathan",WB,23,302,134,158,460,18,10,1,57,41,88,32,50,19,12,2,88,370,1,10,20,33,14
"Watson, Jobe",ES,19,193,54,265,458,4,8,3,68,27,54,97,55,24,20,5,214,245,3,4,26,7,12
"Green, Brad",ME,20,271,140,186,457,20,13,2,60,60,68,21,49,15,16,3,119,331,16,27,38,9,11
"Ellis, Xavier",HW,23,205,151,250,455,3,1,3,53,44,47,30,40,23,23,1,89,371,1,3,39,12,9
"Rawlings, Brady",NM,23,170,64,283,453,3,2,1,73,20,68,46,35,10,14,2,110,343, ,2,20,8,9
"OKeefe, Ryan",SY,23,303,113,149,452,23,26, ,68,21,99,29,46,24,23,10,171,281,22,25,21,16,19
"Johnson, Brad",WB,25,331,172,118,449,50,28,7,37,15,77,16,77,23,27, ,143,291,25,57,18,17,20
"Newman, Chris",RI,22,303,141,146,449,3,6,1,44,62,72,17,38,18,14,3,109,335,11,1,55,57,7
"Mattner, Martin",SY,24,257,108,190,447,4,6,1,116,81,45,31,70,31,34, ,126,297,4,1,74,38,7
"Wells, Daniel",NM,21,271,92,173,444,6,11,2,59,31,75,57,45,23,9,2,132,317,4,7,37,34,20
"Lake, Brian",WB,25,272,175,171,443,4,2,2,50,92,23,7,57,16,27,2,133,287,22,2,123,73, 
"Milburn, Darren",GE,22,242,155,200,442,7,1,3,47,58,31,11,37,28,16, ,110,320,6,9,80,36,14
"OBree, Shane",CW,23,201,58,241,442,6,6, ,106,26,58,101,72,14,37,1,207,237,3,5,43,9,20
"Lockyer, Tarkyn",CW,24,296,118,141,437,21,9, ,72,46,59,33,54,27,15,3,135,300,6,20,47,25,16
"Bateman, Chance",HW,21,275,110,161,436,9,7,2,52,25,91,32,49,34,22,9,118,323,9,6,19,13,28
"Harris, Daniel",NM,23,195,97,241,436,7,6, ,109,30,58,92,67,30,39,1,180,255,2,4,35,11,11
"Gibbs, Bryce",CA,21,242,118,193,435,14,3,8,73,48,38,60,53,22,14,7,144,297,2,4,42,32,11
"Guerra, Brent",HW,21,276,142,158,434, ,4, ,35,78,44,11,49,13,15, ,59,349,5,1,34,52,10
"Jones, Nathan",ME,21,212,65,220,432,9,6,2,53,36,50,71,63,20,28, ,150,282,2,7,22,11,5
"Johnson, Kane",RI,18,206,126,225,431,5,2,2,54,27,46,30,27,23,11, ,96,337,3,6,13,3,11
"Priddis, Matt",WC,18,202,44,228,430,2,9,3,103,42,61,83,43,21,11,5,179,255,1,1,22,23,5
"Akermanis, Jason",WB,25,297,142,132,429,49,28, ,41,24,94,46,61,13,21,5,137,289,11,40,21,15,18
"Murphy, Robert",WB,24,321,209,108,429,34,18, ,42,13,129,5,55,23,16,4,113,316,21,32,23,24,23
"Kelly, James",GE,21,196,95,232,428,8,7,1,112,24,67,55,60,23,22, ,146,290,5,15,45,3,22
"Burgoyne, Peter",PA,17,253,66,175,428,4,4,1,40,62,38,54,66,14,22,3,117,312,1,6,19,45,7
"McLeod, Andrew",AD,21,297,69,129,426,9,5, ,34,72,61,36,51,13,14,4,109,308,3,3,26,16,11
"Osborne, Michael",HW,23,235,134,179,414,27,10,8,46,19,81,27,66,27,39,1,122,298,10,14,21,19,16
"Bowden, Joel",RI,18,259,153,153,412,17,6, ,39,40,40,10,38,16,17,5,89,320,7,18,47,31,12
"Simpson, Kade",CA,22,242,137,170,412,9,14, ,61,40,74,36,51,25,17, ,127,291,10,11,42,50,14
"Shaw, Rhyce",CW,20,262,137,149,411,5,7, ,56,29,82,45,46,10,15,2,112,295,4,7,41,68,13
"Riewoldt, Nick",SK,24,288,240,122,410,65,39,28,18,8,58,6,41,31,13,12,165,244,69,102,22,1,28
"Kennelly, Tadhg",SY,22,235,78,175,410, ,4,2,36,78,42,17,39,11,15,3,94,284,6,2,36,44,1
"Lynch, Quinten",WC,22,280,143,124,404,23,20,49,42,21,106,40,52,26,19,4,158,252,22,24,26,6,9
"Didak, Alan",CW,18,325,102,77,402,24,15, ,38,19,84,32,54,14,18,3,119,262,7,14,27,11,14
"Bolton, Craig",SY,24,249,148,153,402,2,1,4,45,88,36,17,53,28,22,5,96,313,6,1,87,27,3
"Stokes, Mathew",GE,22,235,122,162,397,38,17, ,54,20,69,29,51,21,16, ,107,295,4,38,23,5,18
"Power, Sam",NM,22,200,80,197,397,2,2,1,63,36,61,43,43,13,20, ,93,306,1,1,16,1,10
"Pratt, Daniel",NM,21,270,121,126,396,5,5,3,28,107,40,16,55,30,15,1,126,268,7,5,68,21,3
"Brennan, Jared",BL,22,223,130,172,395,9,15,30,98,29,81,56,51,21,19,7,174,231,27,13,45,25,9
"Pearce, Danyle",PA,21,263,69,130,393,10,8, ,65,19,91,33,47,11,17,4,115,282,3,3,33,58,19
"Ball, Luke",SK,18,190,71,202,392,7,6,2,107,30,43,75,58,48,20,6,189,208,4,5,26,12,10
"Selwood, Adam",WC,22,230,110,161,391,7,6,2,47,40,39,38,52,38,14, ,121,278,3,4,35,18,5
"Hunt, Josh",GE,23,200,89,189,389,3,3, ,38,57,29,12,42,14,15, ,105,272,17,2,59,3,4
"Fletcher, Chad",WC,17,176,77,213,389,3,1, ,39,27,32,59,42,13,13,1,123,274,1,1,8,10,7
"Waite, Jarrad",CA,21,256,138,131,387,7,5,5,66,79,27,16,71,19,33,5,139,238,18,2,124,32,2
"Schammer, Byron",FR,21,201,84,185,386,2,3, ,88,32,50,40,60,24,33,3,117,279,1,6,29,39,5
"Chapman, Paul",GE,19,253,102,131,384,33,13, ,54,16,75,39,41,26,20,6,120,254,7,25,16,22,10
"Burgoyne, Shaun",PA,19,216,66,168,384,23,12,3,81,41,68,88,49,22,18,6,174,203,5,17,44,34,16
"Tambling, Richard",RI,22,202,113,182,384,10,9,6,72,24,61,41,51,21,21,1,120,271,7,7,27,25,9
"Johncock, Graham",AD,21,248,117,136,384,7,9, ,46,57,30,9,38,23,8, ,102,274,5,6,46,20,5
"Franklin, Lance",HW,25,308,158,75,383,113,88,5,50,8,56,13,125,27,74,20,183,203,64,125,20,15,18
"Davis, Leon",CW,22,297,101,85,382,32,21, ,73,22,62,54,46,22,19,6,152,223,2,13,22,46,15
"Nash, Jay",ES,21,247,92,132,379,5,2, ,47,64,54,24,42,4,10,1,68,283,4, ,42,1,5
"McDonald, James",ME,19,194,83,185,379,1,3,6,88,30,46,53,41,32,20, ,135,244,1,2,30,15,12
"Vince, Bernie",AD,21,217,100,161,378,15,10,6,50,29,75,48,34,24,16,8,125,259,6,12,20,34,13
"Harley, Tom",GE,25,169,126,209,378,1, , ,28,45,15,6,47,16,19,7,110,266,30, ,78,5,1
"Medhurst, Paul",CW,24,309,179,67,376,50,27, ,53,17,98,12,69,27,27,12,141,237,28,60,24,13,20
"Johnson, Michael",FR,20,204,125,172,376,5,4,9,30,45,39,14,41,10,18,2,103,266,12,7,61,26,7
"Clarke, Martin",CW,22,250,107,124,374,9,5,1,53,57,37,34,37,16,13, ,104,251,3,2,51,16,5
"Mundy, David",FR,22,209,106,164,373,10,7,3,63,46,43,45,43,5,17, ,121,238,8,4,23,7,8
"Brown, Nathan",RI,18,249,111,119,368,35,21, ,31,28,55,35,34,13,11,3,111,253,6,32,13,45,12
"Simmonds, Troy",RI,22,216,138,152,368,13,6,359,29,23,51,54,59,25,36,1,114,256,11,19,21,9,7
"Scarlett, Matthew",GE,22,200,75,168,368, ,1, ,32,56,27,8,38,10,12,2,65,302,7, ,60,11,6
"Petrie, Drew",NM,23,228,154,139,367,17,15,219,57,50,51,35,62,32,23,11,157,210,33,24,89,4,7
"Bassett, Nathan",AD,23,188,127,179,367,1, ,7,39,53,17,4,46,16,21, ,94,268,8, ,139,26,4
"Rodan, David",PA,22,169,49,197,366,22,9, ,54,20,73,81,39,19,16,7,157,223,2,7,29,114,11
"Rischitelli, Michael",BL,21,218,92,148,366,9,10,3,92,29,81,76,42,27,18, ,141,227,5,7,35,15,14
"Shaw, Heath",CW,18,247,125,119,366,6,5,2,33,67,29,13,57,14,23,5,106,243,16,5,41,43,3
"Salopek, Steven",PA,15,231,105,135,366,6,6,1,29,36,61,18,36,15,14,9,90,276,8,5,28,16,11
"Richardson, Matthew",RI,20,262,222,102,364,48,30,3,11,19,41,4,63,22,29,22,122,247,46,62,30,4,9
"Brown, Campbell",HW,24,234,137,130,364,14,6,1,51,49,33,6,45,26,19,1,112,251,17,13,79,43,7
"Goodes, Adam",SY,21,229,95,130,359,29,14,22,63,36,66,68,50,25,20,21,163,210,22,26,50,17,21
"Richards, Ted",SY,24,185,154,174,359,4,2,3,32,45,33,10,36,24,18, ,118,235,14,9,102,23,4
"Macdonald, Joel",BL,17,197,82,159,356, ,2,1,32,68,28,14,30,16,14, ,102,236,3, ,50,58,5
"Young, Clinton",HW,20,251,172,104,355,14,6, ,48,42,94,10,46,15,14,3,50,307,3,9,19,46,10
"Jones, Clinton",SK,20,160,83,194,354,6,8, ,71,8,40,31,24,16,3, ,99,256,1,6,24,17,4
"Crowley, Ryan",FR,22,216,106,135,351,11,10,8,77,29,49,30,67,32,27, ,112,244,8,10,27,12,4
"Morton, Cale",ME,19,200,117,149,349,12,7, ,20,24,48,14,61,15,15,4,73,287,1,15,23,27,10
"Johnstone, Travis",BL,18,251,85,97,348,17,11, ,55,40,66,32,52,12,15,2,122,223,5,11,20,18,15
"Pavlich, Matthew",FR,19,263,138,83,346,67,35,3,32,5,101,38,64,25,25,17,159,191,40,55,18,13,20
"Thomas, Dale",CW,22,216,129,130,346,23,13, ,51,18,63,29,52,12,22, ,143,206,21,26,28,77,13
"Stevens, Scott",AD,23,254,159,92,346,20,9,3,48,28,54,12,51,18,15, ,113,232,28,15,75,3,9
"Moore, Kelvin",RI,22,212,137,134,346,1,2, ,40,52,18,6,39,19,25, ,102,239,10,2,104,11,2
"Mooney, Cameron",GE,24,229,201,116,345,52,36, ,24,2,72,4,57,28,26,3,122,216,45,103,35,2,36
"Rioli, Cyril",HW,25,200,98,145,345,24,19, ,87,7,84,27,45,27,20,2,136,214,7,17,26,20,24
"Adcock, Jed",BL,21,175,75,170,345,6,4,2,95,30,64,42,38,33,20,1,122,228,3,3,36,21,10
"Burns, Scott",CW,17,179,81,164,343,5,4, ,71,36,57,69,31,14,14,2,141,207, ,4,15,4,8
"Boak, Travis",PA,17,175,88,167,342,9,4, ,64,19,50,41,34,18,13,2,103,231, ,6,30,9,10
"Logan, Tom",PA,19,178,114,161,339,4,2, ,42,32,30,13,32,11,6, ,79,264,7,3,40,19,8
"Rutten, Ben",AD,22,157,147,182,339, ,1,2,20,41,11,2,32,13,10,2,99,239,17, ,83,33,2
"Grant, Shannon",NM,21,209,111,129,338,29,17, ,41,6,73,24,41,20,13,2,122,212,13,32,15,8,16
"Buchanan, Amon",SY,20,156,98,181,337,15,11, ,64,23,54,51,42,23,19,2,134,210,5,21,10,28,11
"Braun, Michael",WC,18,147,65,190,337,4,1,1,53,14,56,19,34,11,11,3,92,240,1,1,32,8,6
"Firrito, Michael",NM,23,156,109,179,335,1,7,4,40,69,34,27,39,16,23, ,137,196,18,2,85,12,3
"Milne, Stephen",SK,24,255,102,79,334,60,32, ,37,15,61,24,72,19,28,7,129,204,6,45,13,30,17
"Harding, Leigh",NM,22,196,100,137,333,14,4, ,50,62,60,26,35,20,14, ,111,229,10,8,43,37,9
"Knights, Chris",AD,16,201,79,132,333,4,3,16,51,37,52,33,35,16,18,4,92,246,4,2,22,9,5
"Lovett-Murray, Nathan",ES,20,172,94,159,331,9,5,4,59,45,22,7,58,10,31, ,96,224,10,4,55,29,8
"McLean, Brock",ME,14,177,58,154,331,3,4,3,54,21,36,56,41,15,20,5,123,208,2,2,22,17,7
"Sandilands, Aaron",FR,22,122,77,208,330,8,11,646,29,18,45,88,49,30,21,10,195,139,28,13,47, ,7
"Lumumba, Heritier",CW,24,189,106,140,329,2,1,2,45,74,19,15,54,23,27,1,130,197,8,1,78,41,1
"Symes, Brad",AD,16,147,75,182,329,2,5,15,60,37,41,32,39,24,20, ,106,231,3,5,27,19,7
"Blake, Jason",SK,23,152,124,175,327,6,4,50,48,29,24,22,53,21,36, ,106,218,8,7,97,10,3
"Taylor, Harry",GE,21,157,96,170,327,3, ,1,28,62,9,7,20,20,9, ,106,220,11, ,91,15, 
"Moore, Jarred",SY,23,186,63,140,326,25,20,1,67,17,77,40,45,25,18,5,136,194,7,13,18,11,18
"Morris, Dale",WB,25,156,120,170,326, , , ,73,47,16,15,31,22,13,1,112,206,16, ,142,20, 
"Ibbotson, Garrick",FR,19,195,84,130,325,7,6,1,49,32,59,26,37,28,14, ,111,225,6,5,53,10,5
"Hille, David",ES,20,177,103,147,324,19,18,364,34,21,57,54,51,16,21,5,163,154,24,19,41,3,5
"Stenglein, Tyson",WC,22,166,65,158,324,1,1,5,89,21,31,45,36,26,17, ,127,198,4, ,46,7,2
"Roughead, Jarryd",HW,25,223,147,100,323,75,51,33,50,9,38,21,53,16,18,7,141,180,45,95,24,4,11
"Hahn, Mitch",WB,25,189,80,134,323,34,23,8,81,6,74,31,66,20,24,3,179,144,27,29,28,5,19
"Gilham, Stephen",HW,24,163,133,159,322,1, ,1,22,39,1,8,20,13,9, ,73,249,3,1,108,11, 
"Sylvia, Colin",ME,18,197,119,123,320,16,9,23,50,27,57,16,55,15,16, ,95,224,12,17,29,42,12
"McVeigh, Mark",ES,14,219,61,96,315,14,7, ,44,29,57,44,50,14,21,13,106,207,8,12,23, ,10
"Bevan, Paul",SY,24,182,124,133,315,10,10,1,86,44,28,8,43,21,24, ,102,216,6,9,42,9,9
"Grigg, Shaun",CA,20,164,81,150,314,4,5, ,42,24,52,33,30,11,15, ,95,219,4,1,50,12,9
"Thornton, Bret",CA,19,218,106,95,313,1,2, ,20,66,11,5,35,16,18, ,83,233,7,1,78,29,2
"Cloke, Travis",CW,23,243,159,67,310,40,25,9,29, ,101,6,68,20,23,5,132,179,40,57,32,2,12
"Lovett, Andrew",ES,17,204,73,106,310,14,8, ,47,23,67,29,41,14,14,2,88,217,3,4,21,48,7
"Notting, Tim",BL,18,166,67,144,310,5,8,1,52,21,65,25,40,8,14, ,109,197,6,1,42,18,10
"Crawford, Shane",HW,14,132,68,178,310,5,3,2,47,26,33,13,29,8,7, ,56,253, ,4,24,1,5
"Monfries, Angus",ES,19,175,96,134,309,18,10, ,47,6,65,27,37,50,11,5,139,178,6,18,20,8,13
"Nicoski, Mark",WC,19,185,78,124,309,2,3, ,31,55,39,14,34,10,17, ,67,239,4, ,32,16,1
"Farmer, Jeff",FR,20,206,85,102,308,23,13, ,34,17,60,18,46,22,17,2,96,202,4,18,22,16,14
"Maxwell, Nick",CW,23,148,104,160,308,7,1,16,66,52,16,22,37,21,15, ,138,157,18,6,122,5,1
"Brown, Jonathan",BL,21,223,167,84,307,70,47,3,18, ,66,4,47,25,22,10,132,174,44,92,17,4,16
"McPhee, Adam",ES,20,188,143,119,307,18,12,5,55,13,63,6,66,20,33,1,111,202,21,19,30,3,22
"Ablett, Luke",SY,22,190,53,117,307,3,7,24,56,26,53,50,49,21,19, ,114,191,4,5,28,3,9
"Chaplin, Troy",PA,19,146,89,159,305,2,1,1,27,52,20,15,40,10,20, ,80,220,9, ,53,19,1
"Carr, Josh",FR,18,163,64,140,303,11,4,3,84,24,34,50,41,19,15, ,118,185,1,5,33,23,4
"Barry, Leo",SY,20,149,125,154,303,2, , ,35,70,11,4,54,14,35, ,73,236,9,2,70,30, 
"Shirley, Robert",AD,21,128,55,174,302,2,3,22,84,12,42,52,42,17,25,3,115,189, ,2,34, ,8
"Hudson, Ben",WB,23,93,72,208,301,2,5,311,43,15,23,71,69,22,36, ,147,150,4,5,32,4,2
"Porplyzia, Jason",AD,18,186,77,111,297,32,15,2,48,8,52,31,33,12,5,7,132,161,16,31,23,11,16
"McPharlin, Luke",FR,20,192,142,105,297,21,14,1,30,44,29,3,38,15,22,3,106,188,28,23,68,27,3
"Buckley, Simon",ME,14,158,92,139,297,2,4,1,20,31,43,13,32,4,17,1,54,250, ,3,11,27,4
"Welsh, Andrew",ES,17,165,70,129,294,9, ,3,75,37,37,37,32,20,13,1,94,198,1,4,21,10,4
"Fisher, Brad",CA,21,210,151,81,291,25,22, ,23,6,47,6,40,14,16, ,97,195,21,33,23,7,15
"Bartram, Clint",ME,21,141,80,149,290,5,3, ,54,33,27,21,43,26,21, ,83,218, ,3,42,8,6
"Bird, Craig",SY,21,144,62,144,288,8,3,1,47,26,45,40,34,10,17, ,109,183,1,3,24,9,7
"Roberts-Thomson, Lewis",SY,24,152,108,134,286,4,1,32,48,41,20,16,49,21,27, ,89,195,4,4,58,14,2
"Surjan, Jacob",PA,19,125,67,160,285,4,4, ,38,29,32,19,36,11,18, ,79,208,4,2,55,26,3
"Carlile, Alipate",PA,22,151,110,134,285, ,1,1,35,47,20,4,35,14,13, ,57,211,4, ,124,23,5
"Jack, Kieren",SY,23,171,69,113,284,11,9,1,91,20,70,33,52,15,33,2,104,180,2,4,19,10,11
"Bell, Peter",FR,13,127,54,157,284,7,4, ,41,22,18,45,25,19,8,3,99,185,1,5,5,11,7
"Lonergan, Sam",ES,19,134,41,149,283,9,6, ,73,17,42,60,34,20,8, ,155,131,3,8,31,6,12
"Lloyd, Matthew",ES,21,199,144,83,282,62,16, ,35,9,54,8,35,26,20,5,131,150,41,53,14, ,12
"Schneider, Adam",SK,19,181,104,101,282,28,17, ,44,19,61,15,49,8,25,1,83,199,11,22,25,19,10
"Fletcher, Dustin",ES,18,198,96,84,282,2,3, ,18,81,13,11,26,12,12,1,68,182,4,4,114,10,1
"Williams, Mark",HW,22,206,126,72,278,46,32,1,37,10,53,15,41,18,22,3,92,186,13,53,24,17,12
"Johnson, Ben",CW,16,187,83,91,278,7,4,1,31,37,54,12,33,7,15, ,49,223,1,6,26,18,11
"White, Jeff",ME,15,135,93,143,278,7,4,271,21,25,31,30,31,20,12,1,84,195,8,7,17,9,3
"Cornes, Chad",PA,13,158,84,120,278,5,9,6,36,27,33,34,40,11,18, ,103,178,14,11,27, ,7
"Gibson, Josh",NM,20,133,75,145,278,1,1, ,32,54,13,8,28,16,15, ,94,184,7,2,106,15,4
"Wirrpanda, David",WC,17,212,88,63,275,25,16, ,30,30,36,17,33,13,7, ,92,180,9,19,32,15,7
"Brogan, Dean",PA,21,101,98,174,275,7,4,397,53,14,22,59,62,35,45,3,147,135,16,2,45,2,10
"Sherman, Justin",BL,18,138,63,136,274,7,14, ,51,12,56,29,32,11,13, ,89,187,3,4,14,25,10
"King, Jake",RI,14,135,76,139,274,2,3, ,44,36,22,15,44,28,18,4,99,184,1,1,56,39,6
"Douglas, Richard",AD,22,146,78,127,273,22,14, ,72,14,41,30,49,21,20, ,124,159,7,12,31,12,7
"Schulz, Jay",RI,18,175,116,98,273,10,12, ,30,34,33,4,35,12,13, ,71,203,10,21,49,15,2
"Jolly, Darren",SY,24,160,105,111,271,15,11,543,47,19,49,58,75,37,41,2,123,138,19,18,36,11,9
"Rooke, Max",GE,20,113,84,156,269,13,4,2,70,19,38,21,35,16,22,1,103,168,13,13,47,3,6
"White, Matt",RI,20,163,85,104,267,11,7, ,64,21,58,34,33,14,17, ,97,186,5,6,34,27,15
"Dyson, Ricky",ES,15,145,48,122,267,3,2, ,29,20,47,12,25,4,8, ,62,206,1,1,11,15,7
"Bell, Daniel",ME,18,137,62,130,267, ,2, ,50,52,17,6,46,11,18, ,68,182,4,1,62,10,1
"Welsh, Scott",WB,24,180,124,86,266,43,25, ,22,6,47,9,35,14,13, ,111,155,20,52,30, ,15
"Miller, Brad",ME,19,166,139,100,266,26,9,1,25,9,44,8,42,19,15, ,72,196,16,39,27, ,11
"Minson, Will",WB,25,175,88,91,266,19,11,313,58,20,59,63,63,18,44, ,135,122,21,26,29,16,14
"Peake, Brett",FR,18,133,55,133,266,7,3, ,33,15,43,18,31,10,12,2,68,193,3,2,18,61,9
"Dodd, Steven",FR,17,123,76,141,264, ,1,1,44,42,22,7,26,12,11, ,75,185,4,1,68,14,2
"Koschitzke, Justin",SK,22,167,146,96,263,30,21,130,49,18,36,36,61,21,32,3,129,138,38,48,32,6,15
