Player,Team,Games,Kicks,Marks,Handballs,Disposals,Goals,Behinds,Hit Outs,Tackles,Rebound 50s,Inside 50s,Clearances,Clangers,Frees For,Frees Against,Brownlow Votes,Contested Possessions,Uncontested Possessions,Contested Marks,Marks Inside 50,One Percenters,Bounces,Goal Assists
"Young, Matthew",SK,21,255,81,100,355,6,1,1,40,81,38,25,36,24,19,4, , , , , , , 
"Treleven, Craig",HW,18,235,62,120,355,4,5, ,27,39,53,66,32,13,14,3, , , , , , , 
"Patterson, Stephen",CW,21,215,55,138,353,8,13,1,50,23,80,66,27,14,15,2, , , , , , , 
"Koutoufides, Anthony",CA,21,225,95,126,351,11,12,20,23,50,46,40,17,13,14, , , , , , , , 
"Murphy, Justin",CA,18,189,81,159,348,13,10,2,22,24,62,31,27,21,20,3, , , , , , , 
"Mensch, David",GE,21,200,103,148,348,10,11,155,32,14,81,78,25,22,22,6, , , , , , , 
"Roos, Paul",SY,21,174,82,174,348,2,4,10,25,35,46,20,19,22,9, , , , , , , , 
"Harford, Daniel",HW,19,220,62,127,347,5,10, ,42,35,55,59,17,16,16,3, , , , , , , 
"Rice, Dean",CA,22,235,75,110,345,8,5, ,31,58,29,23,27,21,19,1, , , , , , , 
"Eagleton, Nathan",PA,22,260,73,84,344,24,18,1,17,27,95,42,20,17,15,5, , , , , , , 
"Whitnall, Lance",CA,22,229,148,114,343,46,34,46,23,6,82,18,15,22,24,8, , , , , , , 
"Bewick, Darren",ES,23,256,64,87,343,32,16,1,17,35,60,59,23,15,12,1, , , , , , , 
"McDonald, Anthony",ME,24,226,67,116,342,12,11, ,50,20,92,51,22,28,27, , , , , , , , 
"Sholl, Brad",GE,18,255,84,87,342,11,3, ,27,68,62,35,20,16,13,11, , , , , , , 
"Kemp, Dean",WC,17,200,40,142,342,6,6,4,40,26,48,60,22,14,15,5, , , , , , , 
"Wilson, Michael",PA,21,221,68,120,341,8,5,3,39,41,63,30,30,20,28,4, , , , , , , 
"Abraham, Winston",NM,25,234,56,105,339,40,30,2,48,4,91,32,20,17,30,2, , , , , , , 
"Jones, Austinn",SK,23,238,63,101,339,23,13, ,32,22,78,24,28,14,18,1, , , , , , , 
"Jakovich, Glen",WC,21,222,79,117,339,1,4,62,20,71,19,29,20,18,21,5, , , , , , , 
"Lucas, Scott",ES,23,287,123,51,338,49,31,3,30,14,112,8,29,23,28,8, , , , , , , 
"Kelly, Paul",SY,16,229,64,108,337,27,11,2,28,20,89,59,26,22,23,1, , , , , , , 
"McKay, Andrew",CA,20,172,59,164,336,3,2, ,27,41,29,21,15,15,16,2, , , , , , , 
"Gale, Brendon",RI,21,191,128,144,335,4,1,393,22,31,52,90,24,36,22,10, , , , , , , 
"McLeod, Andrew",AD,19,232,67,101,333,30,20, ,42,29,76,34,10,15,16,12, , , , , , , 
"Prescott, Ashley",RI,22,191,75,142,333,5,2,1,57,24,81,37,22,20,29,3, , , , , , , 
"Dent, Matthew",WB,21,210,65,123,333,3,2, ,28,76,28,12,25,17,23, , , , , , , , 
"Crow, Scott",CW,21,215,82,117,332,17,8,3,19,35,58,47,19,15,11, , , , , , , , 
"Stevens, John",SY,24,231,67,101,332,12,8, ,29,31,81,26,17,22,28,6, , , , , , , 
"Hudson, Paul",WB,23,226,101,105,331,61,27,3,32,9,90,29,36,16,24, , , , , , , , 
"Jarman, Darren",AD,23,230,90,101,331,45,29,2,41,19,63,44,21,15,37,3, , , , , , , 
"Salmon, Paul",HW,20,176,110,155,331,7,3,549,26,37,32,125,14,48,28,14, , , , , , , 
"Maxfield, Stuart",SY,24,252,59,79,331,5,10, ,37,23,111,32,24,9,22,2, , , , , , , 
"Kilpatrick, Glenn",GE,18,213,60,118,331,4,5,2,43,22,82,69,31,13,13, , , , , , , , 
"Kolyniuk, Steven",WB,24,233,71,94,327,39,16, ,31,7,75,32,16,19,12,4, , , , , , , 
"Mansfield, Michael",GE,22,208,119,119,327,5,13,3,24,52,48,21,28,28,27,1, , , , , , , 
"McCabe, Luke",HW,22,203,69,124,327, ,3,2,58,61,25,29,27,20,18, , , , , , , , 
"Lloyd, Matthew",ES,23,249,156,77,326,70,38,2,24,6,79,10,16,17,34,5, , , , , , , 
"White, Darryl",BL,22,202,100,121,323,19,9,15,40,19,37,22,26,18,27,6, , , , , , , 
"Wynd, Scott",WB,22,83,78,240,323,1,1,410,18,30,15,129,10,44,28,12, , , , , , , 
"Woods, Tony",HW,21,197,44,125,322,1,5, ,54,20,68,60,10,16,19, , , , , , , , 
"Thiessen, James",AD,24,217,64,104,321,8,13, ,34,9,87,33,23,21,12, , , , , , , , 
"Montgomery, Brett",WB,21,191,123,128,319,22,14,8,32,19,49,13,26,22,18,5, , , , , , , 
"Connell, Matthew",AD,21,232,77,87,319,7,3,2,27,34,74,39,14,12,11,2, , , , , , , 
"Bond, Chris",FR,22,195,69,124,319,4,3, ,33,38,38,22,20,29,27,1, , , , , , , 
"Peckett, Justin",SK,21,216,93,100,316,5,3, ,35,60,44,13,30,7,17,4, , , , , , , 
"Williams, Paul",CW,16,219,61,95,314,9,11,2,38,51,80,39,23,20,13,6, , , , , , , 
"White, Jeff",ME,25,184,140,129,313,17,16,409,15,23,73,55,20,33,31,11, , , , , , , 
"Curley, Todd",WB,24,194,77,119,313,6,5,2,32,53,57,19,15,30,10, , , , , , , , 
"Mitchell, Gavin",SK,23,159,65,151,310,22,10,1,65,17,45,35,15,25,28,1, , , , , , , 
"Sziller, Steven",SK,21,185,61,125,310,15,8,2,40,42,42,53,8,14,25, , , , , , , , 
"Bowden, Joel",RI,18,178,72,131,309,17,19,5,36,22,75,35,28,12,17, , , , , , , , 
"Burns, Scott",CW,14,185,63,122,307,9,4,4,32,39,41,63,18,13,9, , , , , , , , 
"Scott, Brad",BL,19,201,52,106,307,5,6,2,32,31,47,30,32,14,30,1, , , , , , , 
"Pickett, Byron",NM,25,211,64,94,305, ,3,12,71,79,41,40,20,32,26,3, , , , , , , 
"Braun, Michael",WC,20,201,65,101,302,14,10, ,41,15,69,41,24,16,11,3, , , , , , , 
"Garlick, Simon",WB,24,202,56,100,302,8,6, ,36,25,66,37,20,15,17, , , , , , , , 
"Kickett, Dale",FR,17,173,64,128,301,6,7, ,28,30,35,24,24,15,20,3, , , , , , , 
"Sinclair, Jess",FR,20,222,59,78,300,11,6, ,29,13,62,41,16,27,24,5, , , , , , , 
"Kennedy, Matthew",BL,22,218,87,82,300, ,1,27,28,63,44,17,24,16,24, , , , , , , , 
"Harvey, Brent",NM,23,209,44,89,298,32,20, ,31,12,75,47,10,19,1,4, , , , , , , 
"McIntosh, Ashley",WC,23,203,90,95,298,2,3,12,36,105,17,4,16,20,14,6, , , , , , , 
"ODonnell, Gary",ES,17,205,45,92,297,3,2,2,34,48,41,38,18,9,9,1, , , , , , , 
"Loewe, Stewart",SK,18,189,132,106,295,28,16,190,21,18,51,31,12,33,31,6, , , , , , , 
"Caven, Peter",AD,24,219,99,75,294,9,7,5,43,72,40,11,13,32,23, , , , , , , , 
"Lawrence, Steven",BL,18,191,82,102,293,13,10,1,24,45,46,24,31,27,25,4, , , , , , , 
"Gehrig, Fraser",WC,23,200,144,92,292,42,19,14,18,8,57,1,42,19,22,7, , , , , , , 
"Gaspar, Darren",RI,21,128,73,164,292,5,3,14,32,41,30,14,16,32,10,7, , , , , , , 
"Orchard, Mark",SY,21,160,40,132,292,1,1, ,34,45,22,22,17,17,13, , , , , , , , 
"Goodwin, Simon",AD,21,202,60,89,291,8,6,1,45,53,52,28,11,15,16, , , , , , , , 
"Symmons, Paul",WC,19,191,79,98,289,12,6,2,37,42,46,39,24,15,5,4, , , , , , , 
"Hart, Ben",AD,26,213,76,76,289,5,3,14,61,71,39,19,30,22,20,2, , , , , , , 
"Ball, Jason",WC,20,178,89,109,287,20,11,218,13,20,52,62,23,18,30,2, , , , , , , 
"Simpson, Adam",NM,19,175,46,112,287,9,10,6,45,12,59,57,11,14,19, , , , , , , , 
"Archer, Glenn",NM,22,217,93,70,287,6,6,4,30,76,22,18,9,21,13,9, , , , , , , 
"Parker, Shane",FR,21,166,77,119,285,2,2,1,23,58,17,5,22,14,15, , , , , , , , 
"Seecamp, Marcus",ME,20,144,68,140,284,2,1,2,19,58,21,12,19,19,17, , , , , , , , 
"Burton, Matthew",FR,20,154,103,129,283,13,5,448,10,27,48,59,16,24,17,12, , , , , , , 
"Allan, Matthew",CA,22,156,118,126,282,15,7,471,14,17,45,37,33,19,24,4, , , , , , , 
"Akermanis, Jason",BL,17,187,51,95,282,12,11, ,18,8,72,30,17,7,6,2, , , , , , , 
"Russell, Scott",CW,15,182,52,100,282,5,1, ,26,28,58,38,18,10,14,3, , , , , , , 
"Lewis, Dale",SY,17,180,81,101,281,17,9,10,14,21,47,39,18,18,15, , , , , , , , 
"Mead, Darren",PA,22,162,88,119,281,2,1,26,28,55,23,9,25,16,23,3, , , , , , , 
"Hamill, Aaron",CA,19,162,87,118,280,25,8,2,33,6,48,34,26,13,23,1, , , , , , , 
"De Iulio, Ron",CA,22,228,69,52,280,17,10, ,30,33,60,21,23,16,25, , , , , , , , 
"Rocca, Saverio",CW,22,211,135,68,279,68,42,73,20,7,51,25,28,17,30,5, , , , , , , 
"Lade, Brendon",PA,22,182,115,97,279,20,14,239,28,28,54,35,20,24,14,5, , , , , , , 
"Tingay, Stephen",ME,15,193,49,85,278,8,11, ,19,28,80,32,22,17,11,6, , , , , , , 
"Darcy, Luke",WB,24,187,107,88,275,13,8,172,15,19,52,55,17,31,32, , , , , , , , 
"Warfe, Rowan",SY,21,161,64,114,275,1,1,5,32,55,37,12,22,22,13, , , , , , , , 
"Croft, Matthew",WB,24,141,76,133,274,8,6,6,32,55,37,13,23,19,29,1, , , , , , , 
"Watson, Shane",CW,21,192,84,79,271,33,21,4,16,16,64,5,12,23,10,1, , , , , , , 
"Wright, Graham",CW,19,173,54,98,271,1,4,1,19,43,44,20,15,10,10,1, , , , , , , 
"Stevens, Nick",PA,17,179,77,90,269,14,17, ,16,16,51,27,13,19,14,3, , , , , , , 
"Scott, Robert",NM,22,193,27,76,269,6,3, ,43,42,32,41,10,12,14,1, , , , , , , 
"Wira, Brad",WB,24,163,59,106,269,2,3, ,15,36,32,23,14,14,11, , , , , , , , 
"Read, Phillip",WC,21,188,55,79,267,12,6,2,37,47,51,33,24,24,30, , , , , , , , 
"Sholl, Craig",NM,24,182,76,84,266,24,28,10,53,18,70,14,9,17,15, , , , , , , , 
"Saddington, Jason",SY,22,163,68,102,265,8,7,2,29,23,57,17,19,6,9, , , , , , , , 
"McGrath, Tim",GE,17,190,59,75,265,1,1,17,31,62,14,6,12,11,10,2, , , , , , , 
"Chick, Daniel",HW,20,173,50,90,263,26,9,7,64,12,55,13,20,20,25,1, , , , , , , 
"Olarenshaw, Ricky",ES,17,140,50,122,262,2,5, ,23,21,37,39,15,22,10, , , , , , , , 
"Beaumont, Simon",CA,17,174,80,86,260,10,5,1,23,28,36,15,21,14,16, , , , , , , , 
"McKernan, Corey",NM,21,185,91,72,257,25,15,240,18,17,66,64,14,25,37,1, , , , , , , 
"Pike, Martin",NM,19,172,44,85,257,7,7,5,35,25,52,29,11,5,25,2, , , , , , , 
"Kretiuk, Steven",WB,22,137,75,120,257, ,2,1,30,65,13,8,17,28,17, , , , , , , , 
"Powell, Robert",RI,18,167,45,89,256,14,14, ,35,13,64,25,26,12,24, , , , , , , , 
"McDonald, Alex",CW,16,157,56,98,255,8,6,5,26,29,43,33,18,17,16,4, , , , , , , 
"Schauble, Andrew",CW,21,132,76,122,254,4,2,42,24,44,16,17,17,10,14,1, , , , , , , 
"Dixon, Ben",HW,21,168,83,85,253,36,27, ,37,4,63,16,23,24,19,2, , , , , , , 
"Ingerson, Anthony",ME,24,97,95,155,252,1, ,25,16,59,3,12,17,20,27,6, , , , , , , 
"Dunkley, Andrew",SY,20,131,99,120,251, ,2,19,23,85,9,15,8,34,16,3, , , , , , , 
"Wills, Andrew",FR,17,180,50,70,250,11,8,1,23,30,47,34,20,16,15,3, , , , , , , 
"Fraser, Mark",ES,18,135,52,115,250,8,9, ,26,15,57,20,21,14,5, , , , , , , , 
"Hird, James",ES,13,159,73,89,248,19,19,4,24,16,58,55,15,12,20,4, , , , , , , 
"Graham, Mark",HW,16,177,74,70,247,6,4,21,19,45,32,17,15,14,12, , , , , , , , 
"Hassall, Jon",HW,17,124,45,123,247,2,3,2,25,37,28,25,10,8,10,3, , , , , , , 
"Caracella, Blake",ES,16,149,78,97,246,13,7,3,24,13,40,17,16,12,15, , , , , , , , 
"Richardson, Mark",CW,19,161,89,84,245,8,9,94,20,34,45,25,17,21,20, , , , , , , , 
"Breuer, Shayne",PA,15,133,47,110,243,6,3,9,25,16,71,48,14,11,12,3, , , , , , , 
"Roberts, Mark",NM,15,162,51,80,242,14,15,44,16,16,61,43,13,6,11,3, , , , , , , 
"McGovern, Andrew",FR,19,146,68,94,240,1, ,1,25,38,13,9,17,17,7, , , , , , , , 
"Heuskes, Adam",PA,15,150,66,90,240,1,2,7,14,76,16,5,17,9,15,2, , , , , , , 
"McDonald, James",ME,22,158,52,81,239,10,12,3,20,12,54,24,19,16,19, , , , , , , , 
"Manton, Glenn",CA,20,99,113,140,239,9, ,7,27,45,11,10,8,17,14,1, , , , , , , 
"Voss, Michael",BL,11,117,31,122,239,4,5,2,22,8,45,60,17,15,14,7, , , , , , , 
"Rock, Anthony",NM,19,157,44,81,238,8,8, ,17,17,43,50,12,16,8,5, , , , , , , 
"Stafford, Greg",SY,18,154,86,83,237,8,7,343,21,24,59,49,22,13,33,11, , , , , , , 
"Martin, Michael",WB,24,169,37,67,236,9,6, ,24,12,61,30,16,9,11, , , , , , , , 
"Wanganeen, Gavin",PA,15,176,52,60,236,8,9, ,28,30,41,30,16,26,13,3, , , , , , , 
"Brown, Gavin",CW,16,136,84,100,236,5,5,9,25,33,23,12,18,14,18, , , , , , , , 
"Stynes, Jim",ME,20,145,56,89,234,2,6,253,6,14,30,62,10,17,18,4, , , , , , , 
"Primus, Matthew",PA,18,105,55,128,233,4,2,289,34,26,15,72,15,28,34,4, , , , , , , 
"Hudghton, Max",SK,24,133,70,100,233, ,2,2,37,50,16,7,23,22,12,1, , , , , , , 
"Brown, Tony",SK,21,128,65,104,232,13,9, ,18,7,39,30,9,12,9, , , , , , , , 
"Sierakowski, David",SK,24,127,74,105,232,12,5,98,23,19,43,19,16,21,29,2, , , , , , , 
"Wakelin, Shane",SK,24,175,59,56,231,1, ,5,33,84,12,7,24,24,22, , , , , , , , 
"Vardy, Peter",AD,18,163,58,67,230,44,23, ,32,2,56,21,17,15,17,2, , , , , , , 
"McRae, Craig",BL,16,150,48,79,229,13,15, ,17,23,54,13,12,20,11, , , , , , , , 
"Chisholm, Scott",FR,16,143,53,86,229,5,4,1,28,33,41,12,24,11,21, , , , , , , , 
"Gale, Michael",RI,16,129,56,100,229,2,3,4,17,23,38,21,10,8,8, , , , , , , , 
"Champion, Richard",BL,16,157,68,71,228,15,8,13,17,42,47,15,25,13,13, , , , , , , , 
"Torney, Jason",RI,19,121,38,105,226,2,2, ,46,49,19,15,11,18,16,2, , , , , , , 
"Silvagni, Stephen",CA,18,166,61,59,225,15,14,3,34,58,11,2,17,31,21,2, , , , , , , 
"Fletcher, Dustin",ES,18,186,57,39,225,4,2,14,16,91,10,13,15,17,14,1, , , , , , , 
"Bizzell, Clint",GE,17,127,74,97,224,7,12,6,16,28,34,20,15,14,12,2, , , , , , , 
"McPherson, Daniel",SY,16,143,41,81,224,4,3,2,17,37,39,19,15,5,8, , , , , , , , 
"Dimattina, Paul",WB,16,150,48,72,222,6,6, ,14,19,60,23,11,18,14,2, , , , , , , 
"Hall, Derek",GE,16,142,83,79,221,13,10, ,13,2,38,20,30,10,9, , , , , , , , 
"Hay, Jonathan",HW,17,170,74,48,218,1, ,7,28,70,11,14,19,12,12, , , , , , , , 
"Mooney, Jason",SY,21,151,73,66,217,11,10,57,27,7,53,26,12,10,14, , , , , , , , 
"Bond, Shane",PA,15,142,63,74,216, ,1, ,28,38,25,18,16,15,12,1, , , , , , , 
"Robran, Matthew",AD,18,117,65,97,214,22,17,62,21,1,58,14,18,6,9, , , , , , , , 
"Hulme, Darren",CA,15,117,24,97,214,6,4, ,20,10,31,24,10,13,13,1, , , , , , , 
"OReilly, Stephen",FR,19,158,80,55,213,5,9,3,8,48,32,3,9,21,9, , , , , , , , 
"Krummel, Brendan",HW,19,105,56,107,212,19,9,29,37,9,36,20,9,11,14, , , , , , , , 
"Grgic, Brent",ME,19,132,72,79,211,7,7,6,13,33,30,8,21,6,17,1, , , , , , , 
"Seymour, Brad",SY,18,112,71,99,211,1,1,3,20,43,13,7,12,15,14, , , , , , , , 
"Lyon, Garry",ME,21,154,71,56,210,40,17,7,26,3,38,17,17,14,21, , , , , , , , 
"Clarke, Matthew",BL,19,89,54,120,209,1,5,390,13,16,39,73,16,23,26,4, , , , , , , 
"Lockett, Tony",SY,23,167,121,41,208,109,36,4,9, ,5,1,9,16,32,15, , , , , , , 
"Stevens, Mark",AD,20,139,51,69,208,8,12,13,27,26,29,13,20,16,16, , , , , , , , 
"Martyn, Mick",NM,20,150,51,58,208, , ,27,11,60,10,12,10,20,14,1, , , , , , , 
"Corrigan, Paul",GE,17,142,40,65,207,2,2,5,23,17,42,33,9,11,11, , , , , , , , 
"Godden, Luke",CW,20,113,49,93,206, , , ,36,51,20,15,17,15,8, , , , , , , , 
"Robran, Jonathon",HW,18,132,59,73,205,2,1,20,16,59,13,13,17,12,11, , , , , , , , 
"Farmer, Jeff",ME,19,149,45,55,204,47,33, ,18,4,38,24,23,16,29,6, , , , , , , 
"Morton, Danny",PA,13,152,33,52,204,10,9, ,35,21,50,32,18,6,13,2, , , , , , , 
"Cook, Troy",SY,18,102,17,102,204,4,4,2,27,9,43,42,9,9,10, , , , , , , , 
"Lynch, Tristan",BL,13,136,58,68,204,2,4, ,23,12,41,12,14,17,13, , , , , , , , 
"Burns, Ronnie",GE,21,120,41,83,203,35,30, ,30,2,46,16,25,14,27, , , , , , , , 
"Naish, Chris",PA,16,131,33,72,203,14,15, ,13,5,44,20,16,12,9, , , , , , , , 
"Dew, Stuart",PA,15,148,48,54,202,12,5, ,23,40,32,5,18,9,10, , , , , , , , 
"Wakelin, Darryl",SK,22,121,73,80,201,1,2,19,28,39,10,8,12,22,10,2, , , , , , , 
"Barnard, Paul",ES,17,116,68,84,200,4,5,6,14,29,19,13,12,13,12, , , , , , , , 
"Kellaway, Andrew",RI,16,89,74,111,200, , ,4,34,28,10,12,11,19,6, , , , , , , , 
"Richardson, Matthew",RI,16,158,113,41,199,55,41,2,9, ,24,1,31,12,28,2, , , , , , , 
"Leppitsch, Justin",BL,16,145,64,52,197,26,17,3,19,14,35,5,25,19,22, , , , , , , , 
