Player,Team,Games,Kicks,Marks,Handballs,Disposals,Goals,Behinds,Hit Outs,Tackles,Rebound 50s,Inside 50s,Clearances,Clangers,Frees For,Frees Against,Brownlow Votes,Contested Possessions,Uncontested Possessions,Contested Marks,Marks Inside 50,One Percenters,Bounces,Goal Assists
"Bradley, Craig",CA,21,281,51,168,449,15,2, ,34,35,114,77,43,28,16,12,148,293,3,7,39,39, 
"Sholl, Brad",GE,23,307,93,136,443,1,2,1,17,116,40,25,35,20,12,12,163,267,6,2,23,10, 
"Hardwick, Damien",ES,24,270,71,172,442, ,1, ,55,82,28,32,41,31,21, ,202,236,3, ,28,8, 
"Hird, James",ES,20,294,115,145,439,36,18,5,41,20,96,68,32,26,21,16,197,240,31,35,19,4, 
"Harvey, Robert",SK,16,246,73,193,439,5,7,1,20,28,77,85,34,13,18,5,173,269,5,5,21,7, 
"Grant, Shannon",KA,25,304,127,131,435,29,18,1,28,45,90,34,37,20,23,4,165,264,13,23,31,17, 
"Edwards, Tyson",AD,22,313,114,122,435,14,12,2,47,57,82,63,32,17,19,4,162,271,6,6,27,23, 
"Fletcher, Adrian",FR,20,215,67,220,435,4,2,5,53,18,61,109,45,31,19,10,228,209,14,6,22,4, 
"Liberatore, Tony",WB,23,204,56,230,434,3,6, ,99,33,58,110,41,38,28,14,203,241,3,3,59,2, 
"Mathews, Ben",SY,22,270,102,164,434,2,4, ,30,71,49,48,39,22,7,2,167,258,8,6,21,23, 
"Blumfield, Justin",ES,24,228,121,205,433,27,20,16,49,13,106,61,34,11,11,8,186,249,26,33,33,10, 
"Cousins, Ben",WC,17,261,67,170,431,9,11, ,34,35,106,89,32,19,10,8,166,275,5,7,24,22, 
"Francou, Josh",PA,20,237,34,192,429,7,10, ,46,28,62,142,40,30,24,8,222,213, ,2,22,7, 
"Crawford, Shane",HW,21,237,78,190,427,24,8,1,59,29,70,83,53,21,19,5,165,248,3,17,37,19, 
"Jakovich, Glen",WC,22,333,102,93,426,4,7,35,25,94,37,37,40,20,22, ,149,258,16,3,19,44, 
"Lappin, Matthew",CA,24,280,114,145,425,33,21, ,44,15,117,21,55,17,34,1,153,270,12,19,34,21, 
"Carey, Wayne",KA,23,336,176,86,422,69,37,16,35,44,72,19,40,32,30,14,221,199,66,65,34,35, 
"Hamill, Aaron",CA,24,273,138,146,419,42,24,12,86,13,72,56,41,27,43,4,191,241,28,49,39,3, 
"Daffy, Nick",RI,21,304,85,114,418,14,25,2,33,19,121,74,41,7,23,6,147,269,2,8,11,32, 
"Walsh, Peter",ME,24,219,87,195,414,7,3, ,36,71,42,28,50,22,25,1,166,254,5,6,47,27, 
"Francis, Fabian",PA,22,293,84,118,411,12,15,1,36,74,83,19,39,22,18,2,128,253,3,8,18,25, 
"Hickmott, Adrian",CA,21,226,130,184,410,27,12,1,63,19,84,48,33,14,21,2,169,242,15,23,47,2, 
"Stevens, Nick",PA,17,240,81,169,409,9,8,4,24,26,69,59,56,11,19,6,148,268,5,6,16,8, 
"Scott, Chris",BL,21,274,137,135,409,7,5,4,48,80,52,26,40,22,24, ,129,271,13,6,30,17, 
"Graham, Mark",HW,24,277,150,131,408,10,4,4,26,62,36,17,46,16,21,6,123,276,15,18,21,5, 
"Hart, Shaun",BL,24,264,97,142,406,14,15,1,52,31,82,54,28,16,16,3,149,246,4,16,49,14, 
"Kilpatrick, Glenn",GE,21,290,62,116,406,11,4, ,56,18,105,87,40,23,11,3,169,236,1,4,39,10, 
"OLoughlin, Michael",SY,22,282,142,122,404,53,24,2,23,19,93,39,29,25,16,16,164,237,28,50,28,13, 
"Power, Luke",BL,22,260,70,136,396,52,19,1,47,10,85,37,41,24,15,6,202,190,10,28,30,25, 
"James, Roger",PA,20,230,73,164,394,17,15, ,41,31,67,74,34,16,18,3,181,211,11,10,19,4, 
"White, Jeff",ME,24,218,148,175,393,16,8,499,37,29,59,59,38,27,19,11,165,233,27,16,19,7, 
"Johnson, Mark",ES,24,269,102,124,393,5,4,2,39,61,59,33,36,18,21,8,145,244,17,9,41,18, 
"Lloyd, Matthew",ES,25,323,186,68,391,109,60,4,21,6,75,3,36,31,35,14,188,203,67,110,28,7, 
"Whitnall, Lance",CA,25,296,208,95,391,70,45,62,35,15,87,11,51,15,28,9,168,233,52,108,49,8, 
"Montgomery, Brett",PA,22,242,142,148,390,16,15,10,35,55,53,15,31,42,21,1,158,226,31,20,25,23, 
"Beaumont, Simon",CA,25,236,110,152,388,14,8,4,32,66,44,18,57,17,20,1,138,247,17,12,32,7, 
"Campbell, Wayne",RI,17,239,99,147,386,14,6,1,35,36,68,85,34,21,18,7,133,245,8,12,25,24, 
"Chick, Daniel",HW,24,265,84,121,386,11,3,13,87,57,69,49,39,21,19,8,158,210,12,4,79,27, 
"Schwarz, David",ME,25,246,117,138,384,31,35,74,43,12,119,64,67,23,44, ,184,206,23,35,50,12, 
"Clayton, Shane",KA,24,264,108,120,384,8,11, ,34,30,100,33,38,29,10,3,161,227,7,10,39,14, 
"Graham, Ben",GE,23,279,148,104,383,14,7,31,40,109,59,22,38,25,22,11,181,197,37,18,32,8, 
"Bandy, Daniel",FR,22,250,166,131,381,16,10,69,25,61,48,17,51,15,20,4,129,261,22,23,25, , 
"Kellaway, Andrew",RI,22,235,161,145,380,12,4,2,36,60,33,13,26,41,18,5,150,227,33,9,30,14, 
"Smith, Rohan",WB,23,271,125,108,379,42,20, ,15,44,86,23,38,21,12, ,121,259,13,36,17,30, 
"Bickley, Mark",AD,20,240,61,139,379,5,9, ,50,31,91,69,39,27,17,1,167,202,2,3,47,1, 
"McCabe, Luke",HW,22,231,100,147,378,4, , ,32,58,49,34,40,20,22, ,139,237,6,3,48,13, 
"Holland, Nick",HW,22,260,196,116,376,51,23,46,24,7,103,33,50,34,22,14,180,196,63,56,18,8, 
"Ramanauskas, Adam",ES,24,221,105,155,376,13,8, ,38,26,113,33,37,14,14,4,129,247,12,10,35,26, 
"Lyle, Brayden",PA,22,256,88,119,375,3,3,1,44,48,80,44,45,17,24,3,128,249,3,4,13,11, 
"McManus, Shaun",FR,21,222,79,152,374,7,6,2,35,31,62,52,52,18,22,3,156,231,5,5,16,14, 
"Betheras, Rupert",CW,22,181,103,193,374,4,7, ,25,61,33,32,33,18,13, ,144,234,8,5,34,11, 
"Tallis, Rayden",HW,23,263,93,111,374,1, , ,28,69,24,19,36,26,22, ,141,234,9, ,36,19, 
"Ashcroft, Marcus",BL,21,227,81,146,373,14,11, ,40,33,71,59,26,17,16, ,131,239,3,9,18,25, 
"King, Steven",GE,23,252,82,120,372,12,10,493,43,30,72,137,36,25,48,4,203,160,19,11,44,2, 
"Williams, Paul",CW,21,253,88,118,371,27,17, ,70,35,92,46,46,28,35,9,159,225,8,19,31,11, 
"Delaney, Tony",SK,22,242,57,125,367,5,5, ,20,50,69,37,43,15,10, ,144,219,4,3,30,11, 
"Long, Michael",ES,23,230,72,135,365,18,18, ,59,8,90,44,35,27,17,2,153,196,8,15,81,14, 
"Rock, Anthony",HW,24,235,91,129,364,10,4, ,32,34,59,53,39,9,11, ,139,221,7,11,16,2, 
"Burgoyne, Peter",PA,21,265,80,98,363,23,19,2,53,27,85,78,46,18,22,6,147,205,14,26,34,13, 
"Febey, Steven",ME,21,239,55,124,363,2,4, ,38,71,44,24,47,20,18, ,113,238,3,1,28,19, 
"Mercuri, Mark",ES,20,208,92,152,360,32,19, ,33,18,44,32,32,23,18,3,160,201,19,37,28,22, 
"Chaffey, Mark",RI,18,262,82,97,359,6,3, ,27,44,64,18,32,13,7,2,128,236,9,4,27,7, 
"Clarke, David",GE,22,246,94,112,358,15,15, ,22,28,90,30,52,24,16,6,119,249,7,12,15,37, 
"Wellman, Sean",ES,25,231,100,127,358,5,1,6,25,60,34,8,32,18,13,4,143,219,16,5,23,19, 
"Fletcher, Dustin",ES,23,276,93,81,357,14,6,12,26,140,37,12,32,17,21,11,171,137,36,13,70,11, 
"Burns, Scott",CW,20,220,123,135,355,10,7, ,33,58,36,21,24,14,16, ,141,220,15,10,15,3, 
"Pickett, Byron",KA,25,263,76,92,355,4,3,2,73,102,43,16,44,27,16,1,145,172,13,2,77,101, 
"Lockyer, Tarkyn",CW,21,256,75,97,353,4,6,2,16,88,31,30,39,19,12,1,121,210,6,5,20,13, 
"Rawlings, Jade",HW,21,243,135,108,351,1,4,11,21,97,9,13,47,20,12,5,100,234,23,1,19,9, 
"Lucas, Scott",ES,23,265,132,84,349,57,42,3,38,13,97,10,32,17,22,7,147,204,33,53,10,8, 
"Sanderson, Brenton",GE,23,247,107,102,349,1, , ,29,96,32,26,36,16,19, ,113,236,9,1,38,4, 
"Hayes, Lenny",SK,22,200,49,148,348,10,5, ,46,20,53,45,37,18,12, ,157,197, ,6,31, , 
"Loewe, Stewart",SK,18,232,144,104,336,34,13,184,23,26,58,60,41,28,25,7,204,138,71,34,20,10, 
"Riccardi, Peter",GE,18,225,60,111,336,17,17,1,38,25,73,70,34,21,6,5,158,180,9,8,26,8, 
"Saddington, Jason",SY,21,192,98,144,336,6,5,2,13,42,58,25,33,18,9,3,134,195,22,8,20,10, 
"Cameron, Leon",RI,19,257,73,79,336,3,3, ,19,91,45,7,21,16,8,3,82,234,4,3,13,37, 
"Houlihan, Adam",GE,22,221,98,114,335,38,17, ,18,9,93,31,31,22,25,2,157,187,10,27,20,10, 
"Leppitsch, Justin",BL,22,207,125,127,334,11,12,7,29,97,23,5,30,17,18,3,133,197,27,13,42,50, 
"McGrath, Tim",GE,23,193,75,141,334, ,2,16,23,62,20,14,38,27,14, ,134,197,9, ,23,12, 
"Solomon, Dean",ES,25,196,115,136,332,8,7,3,43,58,49,18,42,15,24,2,148,195,28,10,41,8, 
"Fletcher, Simon",CA,24,194,77,136,330,13,9, ,22,33,70,19,35,17,9, ,104,233,6,15,35,3, 
"Walker, James",FR,22,207,92,120,327,1,1, ,24,71,31,24,34,12,8, ,99,228,3,2,22,18, 
"Robran, Matthew",AD,21,204,128,122,326,9,12,81,37,30,61,10,33,9,15,8,107,217,22,11,30,8, 
"White, Darryl",BL,23,212,106,114,326,3, ,76,41,52,28,35,24,25,19, ,136,185,22,1,49,22, 
"Robertson, Russell",ME,25,225,131,100,325,44,31,12,21,5,71,20,38,18,21,1,151,175,28,48,18,9, 
"Milburn, Darren",GE,17,179,82,144,323,13,6,13,44,19,53,77,37,13,13, ,141,182,7,13,37,8, 
"Knowles, Brett",SK,17,236,85,84,320,5,9,2,18,49,65,36,34,13,11, ,102,210,4,5,12,4, 
"Biddiscombe, Craig",RI,19,222,90,97,319,4,4,2,19,42,71,24,28,14,13, ,102,217,8,2,21,16, 
"Croad, Trent",HW,22,228,127,88,316,33,24,5,9,63,41,13,32,15,26,7,141,175,30,37,21,12, 
"Bowyer, Glen",HW,19,228,120,88,316,10,7,1,21,37,56,24,34,11,20,2,114,215,13,12,28,19, 
"Nicks, Matthew",SY,19,229,107,86,315,13,13, ,29,58,64,34,35,28,17,6,98,207,8,18,25,17, 
"Dodd, Brad",FR,20,188,72,127,315,10,5, ,34,33,45,33,30,17,16, ,104,210,7,9,16,5, 
"Contessa, Adam",WB,21,164,72,150,314,2,1,3,44,52,26,39,34,20,17, ,129,181,5,1,28,12, 
"Eagleton, Nathan",WB,23,231,90,82,313,22,22,3,30,24,106,33,29,18,29,4,120,201,4,9,24,6, 
"Franchina, Anthony",CA,24,187,52,126,313,13,9, ,54,21,65,42,33,16,28, ,116,196,6,10,49,1, 
"McKernan, Corey",KA,23,231,135,80,311,40,22,150,15,10,93,56,35,23,38,9,188,120,55,41,22,16, 
"Barnes, John",ES,24,188,115,123,311,10,2,400,26,31,51,62,51,27,12,2,111,186,17,11,58,9, 
"Stafford, Greg",SY,20,189,125,120,309,14,12,346,29,27,78,79,36,11,34,9,153,163,29,23,29,4, 
"Heffernan, Chris",ES,21,194,54,115,309,4,6,2,67,32,68,50,27,21,31, ,146,162,13,5,32,22, 
"Hotton, Trent",CA,25,135,103,170,305,18,6,111,35,20,43,40,34,19,21,3,170,140,23,19,23,1, 
"Matera, Peter",WC,17,216,63,88,304,22,12,6,39,45,54,46,33,14,20,1,130,164,10,19,23,14, 
"Banfield, Drew",WC,17,162,44,138,300,6,3, ,40,23,46,54,30,15,15, ,149,154,1,1,29,3, 
"Salmon, Paul",HW,24,198,135,101,299,8,4,443,14,53,33,67,32,30,18,4,121,176,21,9,29,2, 
"Curley, Todd",WB,22,223,112,76,299,8,2, ,25,67,38,10,40,23,13, ,94,211,11,9,37,19, 
"Goodes, Adam",SY,22,228,98,67,295,40,22,115,28,21,56,43,44,17,23, ,131,142,23,37,33,3, 
"Barlow, Kris",HW,21,221,105,73,294,11,6,2,37,33,75,27,29,13,7, ,105,199,7,10,23,13, 
"Smart, Nigel",AD,18,178,58,115,293,3,1,5,28,57,45,32,23,9,16,1,122,175,12,2,23,14, 
"Steinfort, Carl",GE,20,177,76,115,292,2,5,2,45,21,60,36,26,14,12, ,98,197,3,4,20, , 
"Luff, Troy",SY,20,183,104,108,291,11,5,10,17,54,46,12,31,19,16, ,124,163,22,20,24,7, 
"Hilton, Rory",RI,16,220,75,71,291,10,8,1,28,39,43,38,40,11,17,8,115,172,10,12,26,35, 
"Crouch, Jared",SY,22,180,43,111,291,4,7, ,40,43,47,40,35,20,21,1,129,169,1,3,22,19, 
"Maxfield, Stuart",SY,22,227,57,62,289,8,7, ,36,49,74,11,19,15,14, ,84,199,1,2,32,31, 
"Ottens, Brad",RI,21,174,117,113,287,30,12,317,20,12,49,60,32,23,24,4,172,117,44,35,20,5, 
"Primus, Matthew",PA,21,124,79,163,287,12,8,315,45,17,28,107,42,27,39,5,176,116,17,13,16,1, 
"Barnard, Paul",ES,22,182,84,104,286,10,9,4,24,33,58,12,22,12,20, ,90,194,18,8,45,11, 
"Wilson, Michael",PA,21,198,47,88,286,6,2,6,38,40,54,41,32,28,21,2,132,142,5,5,35,9, 
"Molloy, Jarrod",BL,24,198,72,87,285,30,18,11,32,33,55,17,33,13,28, ,142,130,15,20,52,7, 
"Holland, Ben",RI,22,189,117,96,285,29,18,23,29,26,34,30,36,22,19,2,162,118,51,29,23,2, 
"Hulme, Darren",CA,22,145,53,139,284,11,10, ,43,14,49,41,38,6,14, ,113,171,1,9,30,6, 
"Schauble, Andrew",SY,22,151,108,132,283,5,3,11,29,63,14,11,23,19,20,3,124,147,26,9,30,12, 
"Tredrea, Warren",PA,21,186,120,96,282,32,35,14,35,5,73,12,25,21,15,1,143,140,36,44,16,4, 
"Silvagni, Stephen",CA,20,177,89,105,282,5,1,4,33,70,17,22,31,18,22, ,124,158,15,6,47,3, 
"Farmer, Jeff",ME,23,196,84,84,280,76,36, ,36, ,37,29,36,24,36,8,172,101,32,61,18,10, 
"Johnson, Chris",BL,21,159,84,121,280,6,4,1,24,42,36,8,26,21,20,1,111,176,8,7,28,32, 
"Sziller, Steven",SK,22,178,34,101,279,2,9, ,62,23,53,57,26,19,27, ,136,136, ,2,36,1, 
"McCartney, Jason",KA,24,215,109,64,279,1,1,23,19,91,24,12,26,22,16,4,135,143,32, ,32,5, 
"Waterhouse, Clive",FR,21,184,105,93,277,53,31,6,16,1,78,13,45,15,21,5,125,149,22,48,15,1, 
"Garlick, Simon",WB,22,185,91,92,277,28,11, ,25,12,58,28,33,17,15,3,105,175,6,17,23,7, 
"Hart, Ben",AD,22,209,79,68,277,2,2,1,33,74,33,6,34,17,14,1,115,150,11, ,34,3, 
"Rice, Dean",CA,24,200,73,75,275,2,3, ,37,60,33,17,30,21,16, ,106,171,11,1,21,4, 
"Adkins, Damien",CW,18,195,81,78,273,8,7, ,15,26,65,37,37,11,11, ,80,194,4,6,19,17, 
"Mensch, David",GE,21,162,104,110,272,39,20,21,25,1,60,22,33,23,16, ,150,113,42,36,26,16, 
"Jones, Rowan",WC,20,138,41,134,272,8,10,4,56,15,42,56,34,17,19, ,140,131,10,11,27, , 
"Allan, Matthew",CA,19,143,106,128,271,17,11,373,10,12,54,32,34,17,18,6,94,176,16,22,15,2, 
"Fletcher, Chad",WC,17,181,48,90,271,11,6, ,23,21,59,31,35,7,19, ,117,156,4,7,23,6, 
"Darcy, Luke",WB,17,172,106,99,271,10,5,228,17,20,62,63,26,24,31,3,139,135,30,12,22,1, 
"Broderick, Paul",RI,20,137,60,132,269,9,6,2,36,25,41,90,24,12,8,2,118,156,1,8,17,6, 
"Neitz, David",ME,21,201,126,67,268,24,19,21,23,33,32,6,37,16,16,6,155,112,62,44,14,2, 
"Dixon, Ben",HW,23,204,113,62,266,43,34, ,17,11,59,16,32,15,22, ,112,150,16,48,23,6, 
"Tivendale, Greg",RI,22,166,58,100,266,14,8, ,43,18,67,31,27,9,14,1,104,169,1,8,18,30, 
"Metropolis, Daniel",WC,21,178,75,86,264,5,3,5,27,77,16,8,23,20,15, ,92,142,11,2,27,3, 
"Grant, Chris",WB,17,193,105,70,263,40,20,5,24,23,37,16,31,24,24,7,141,127,30,48,23,2, 
"Rocca, Anthony",CW,20,177,122,86,263,33,26,114,26,6,68,49,32,18,30,2,143,125,42,44,46, , 
"Bewick, Darren",ES,19,195,48,64,259,14,12, ,26,23,61,19,28,6,13, ,69,178,1,12,25,29, 
"Read, Phillip",WC,19,169,43,89,258,5,6, ,30,50,38,27,26,14,30, ,116,135,4,4,21,10, 
"Torney, Jason",RI,20,152,75,106,258,4,3,1,26,39,38,28,22,20,11,1,123,136,7,1,26,14, 
"Lawrence, Steven",BL,17,157,78,100,257,5,7, ,17,24,36,15,24,21,12, ,101,158,7,9,27,4, 
"Connell, Matthew",AD,13,196,84,60,256,3,2, ,11,31,52,21,21,16,6, ,90,170,5,3,13,8, 
"Tarrant, Chris",CW,19,172,121,82,254,28,13,6,20,5,75,1,26,19,20, ,110,148,20,41,19, , 
"Abraham, Winston",KA,23,166,51,86,252,27,17, ,37,5,71,26,37,18,28,1,150,111,9,8,27,17, 
"Barker, John",HW,23,181,119,70,251,33,12,29,29,15,49,15,28,18,26,5,118,133,38,41,13,6, 
"Gale, Brendon",RI,20,165,107,86,251,22,3,239,15,21,30,62,24,28,11,4,148,111,35,22,15, , 
"Spriggs, David",GE,21,185,44,66,251,6,9, ,21,17,79,34,35,27,13,1,112,150,5,5,24,12, 
"Pike, Martin",KA,20,181,61,70,251,6,2, ,42,65,37,24,22,17,17, ,117,124,8,3,35,18, 
"Archer, Glenn",KA,17,197,85,52,249,6,2,3,29,54,23,19,23,11,22, ,127,119,19,5,36,10, 
"Poulton, Jared",PA,20,204,54,44,248,3,3,4,26,54,38,12,31,17,15, ,124,137,5,3,19,9, 
"Alessio, Steven",ES,24,125,83,121,246,24,13,209,37,16,39,49,30,23,19,3,131,113,29,22,17, , 
"Harley, Tom",GE,23,175,75,69,244, , ,6,24,67,13,11,26,21,21, ,108,135,14, ,20,9, 
"Longmuir, Troy",FR,16,144,78,99,243,7,4, ,25,21,39,17,23,19,9,1,105,144,11,8,8,13, 
"Turnbull, Ryan",WC,22,163,61,79,242,12,3,274,16,13,56,50,13,15,11, ,114,115,15,7,25,3, 
"Jones, Austinn",SK,17,182,47,60,242,9,7, ,18,29,54,13,40,5,15,1,72,163,6,5,27,22, 
"Gehrig, Fraser",WC,19,164,108,77,241,34,17,19,15,9,67,7,21,15,29,3,82,159,22,31,21,7, 
"Michael, Clem",FR,20,88,39,153,241,1,2,318,26,14,30,84,21,17,23,3,147,89,10,5,19, , 
"Kingsley, Adam",PA,15,187,56,52,239,4,6, ,18,29,55,51,20,17,9, ,100,140,3,3,12,10, 
"Hudghton, Max",SK,22,142,75,96,238,3,1,6,31,45,21,10,23,21,26, ,108,130,9,1,41,5, 
"Bizzell, Clint",GE,20,137,93,100,237,34,21,2,31,9,37,13,24,21,19,3,141,102,42,43,16,2, 
"Cornes, Chad",PA,21,156,81,81,237,22,18,30,25,5,69,14,35,18,13,1,145,94,31,29,15,1, 
"McDonald, James",ME,17,137,46,100,237,7,6, ,38,14,53,32,21,17,8,3,96,140,4,7,12,16, 
"Grgic, Brent",ME,22,153,68,83,236,9,8,1,22,45,45,17,26,13,16, ,90,146,8,5,12,8, 
"Fraser, Josh",CW,21,142,67,94,236,5,7,185,40,20,48,64,25,30,18, ,134,109,15,8,31,4, 
"Snell, Jason",GE,15,145,66,89,234,11,10, ,30,10,54,22,25,9,12,3,103,135,11,10,14,6, 
"Traianidis, Jason",SK,14,158,53,76,234,5,4, ,14,50,36,17,30,11,5, ,77,154,8,4,10,11, 
"Lynch, Alastair",BL,22,184,124,49,233,68,25,13,17,6,32,9,44,21,32,3,121,104,47,81,19,2, 
"McRae, Craig",BL,16,164,48,69,233,9,11, ,28,13,60,21,19,15,11,2,100,133,4,5,12,16, 
"Croft, Matthew",WB,19,138,88,95,233,1, ,1,16,66,13,7,28,14,20,3,115,116,29,1,29,3, 
"Black, Heath",FR,12,160,40,72,232,7,6, ,20,19,48,34,29,11,8, ,94,134,1,4,7,3, 
"Hudson, Paul",WB,21,160,91,71,231,37,26, ,20, ,58,11,44,7,17, ,85,141,14,43,23,11, 
"Lekkas, Angelo",HW,18,129,53,101,230,9,3,1,45,33,43,22,25,14,10, ,102,129, ,6,19,4, 
"Schofield, Jarrad",PA,18,153,40,76,229,17,13, ,21,10,54,44,14,14,11, ,102,124,1,10,11,8, 
"King, Clinton",RI,13,124,39,104,228,2,1, ,26,19,31,42,21,13,6,1,82,149, ,2,18,13, 
"Welsh, Scott",AD,22,172,88,54,226,47,31,1,25,3,34,15,36,12,30, ,120,103,21,51,21,7, 
"AhMat, Robert",SY,19,128,64,98,226,23,17, ,26,17,45,13,24,5,8, ,73,148,2,14,8,14, 
"Heuskes, Adam",BL,14,155,81,71,226,4,1,2,10,55,24,3,18,13,14, ,82,146,9,3,22,6, 
"Vandenberg, Richard",HW,15,137,41,89,226,3,5, ,19,26,50,26,27,10,17,1,90,138,2,2,13,3, 
"Kellaway, Duncan",RI,12,121,53,105,226,1,2,5,41,20,33,47,18,11,10,3,95,133,2,2,25, , 
"Hall, Barry",SK,19,151,126,74,225,37,21,13,13,12,39,4,15,12,22,3,94,132,31,47,21,2, 
