Player,Team,Games,Kicks,Marks,Handballs,Disposals,Goals,Behinds,Hit Outs,Tackles,Rebound 50s,Inside 50s,Clearances,Clangers,Frees For,Frees Against,Brownlow Votes,Contested Possessions,Uncontested Possessions,Contested Marks,Marks Inside 50,One Percenters,Bounces,Goal Assists
"Pavlich, Matthew",FR,23,330,112,119,449,37,30,28,58,40,121,59,52,19,25,5,183,270,26,26,32,34,10
"Grant, Shannon",KA,20,287,108,159,446,22,23, ,41,38,78,43,49,15,17,4,137,309,4,26,22,33,13
"Camporeale, Scott",CA,20,338,43,107,445,18,4,1,38,93,100,69,62,14,18, ,164,237,1,5,34,25,7
"Schofield, Jarrad",PA,23,321,107,123,444,10,10, ,44,42,89,65,37,18,11,11,150,290,2,8,29,26,15
"McDonald, James",ME,21,230,106,210,440,4,4,5,84,36,76,75,31,29,15, ,176,269,2,3,35,16,9
"Edwards, Tyson",AD,23,276,96,163,439,19,11, ,49,52,70,59,36,13,10,2,183,261,11,10,28,25,12
"Johnson, Kane",RI,20,283,88,154,437,10,10, ,58,48,92,83,43,19,12,10,173,269,4,6,28,5,11
"Bickley, Mark",AD,24,241,79,191,432,5,4, ,73,31,89,102,37,21,10, ,184,253, ,3,28,5,10
"Goodes, Adam",SY,24,304,142,127,431,20,13,299,52,55,91,82,67,30,36,22,198,219,43,27,57,16,8
"Stevens, Anthony",KA,20,275,92,155,430,10,8,1,63,47,62,68,63,17,22,12,177,259,2,9,36,54,11
"Burgoyne, Peter",PA,20,301,91,125,426,22,19, ,76,44,84,97,59,6,32,10,188,233,6,24,16,48,11
"Carr, Josh",PA,23,296,90,130,426,16,13,13,69,27,79,80,56,24,23, ,190,230,2,11,35,24,8
"OBree, Shane",CW,25,271,60,154,425,19,14, ,72,16,95,81,40,23,13,3,204,222,2,11,36,8,17
"Jones, Austinn",SK,22,317,85,108,425,7,3,1,30,69,86,25,55,11,9,3,108,302,5,4,35,45,12
"Johnson, Mark",ES,24,257,107,165,422,8,4,14,98,50,103,82,48,25,23,3,202,220,8,13,64,62,9
"Tivendale, Greg",RI,22,318,108,101,419,21,11,1,57,64,92,51,63,10,16,7,139,275,12,11,25,36,8
"Judd, Chris",WC,23,268,52,150,418,29,15,2,74,42,67,120,43,19,12,12,246,168,2,6,37,37,11
"Williams, Paul",SY,23,263,66,154,417,20,9, ,72,41,97,64,50,28,15,8,168,235,1,8,14,33,22
"Lucas, Scott",ES,24,334,130,83,417,19,16,4,61,61,92,6,70,12,16,1,160,254,30,18,50,7,7
"Hart, Shaun",BL,25,290,104,126,416,18,13, ,60,30,76,45,29,17,11,5,134,267,5,14,71,18,8
"Enright, Corey",GE,22,240,117,174,414,3,6,2,40,60,49,43,52,10,13, ,146,267,17,3,58,14,4
"Scott, Brad",BL,22,245,112,166,411,5,8,1,48,48,72,32,36,11,11,3,112,297,6,6,48,31,7
"Corey, Joel",GE,22,250,78,157,407,9,6,7,70,38,81,92,59,19,17,6,218,195,12,9,46,10,7
"Kerr, Daniel",WC,21,203,54,202,405,17,8,1,74,21,53,110,46,28,22,4,219,196,3,4,26,48,7
"Chaffey, Mark",RI,21,293,122,111,404,4,4, ,23,83,51,10,47,10,6,1,110,294,21,4,35,27,3
"Lappin, Matthew",CA,22,284,103,119,403,10,3, ,47,90,77,40,63,18,24, ,167,223,14,7,56,65,9
"Cook, Troy",FR,22,252,106,147,399,16,12, ,99,29,81,71,29,27,12,2,157,250,6,14,32,21,8
"McManus, Shaun",FR,23,270,93,127,397,9,14,1,76,44,77,35,50,25,28,4,164,227,9,6,37,15,13
"Hird, James",ES,18,279,77,117,396,13,11,2,44,39,81,63,47,22,9,19,205,197,16,14,28,2,14
"Mathews, Ben",SY,23,237,94,152,389,4, , ,59,63,34,50,32,18,8, ,127,257,3,3,28, ,9
"Tredrea, Warren",PA,23,256,198,130,386,58,36,7,30,1,112,2,48,23,18,16,185,204,59,70,41,3,33
"Peverill, Damien",ES,23,183,90,203,386,3,3,4,57,34,40,65,32,16,7,3,164,219,11,3,47,7,8
"Sanderson, Brenton",GE,22,264,116,120,384,2, ,2,38,90,52,28,48,13,15, ,119,264,6, ,63,12, 
"Lekkas, Angelo",HW,21,268,104,114,382,37,11, ,64,20,77,55,32,20,9, ,155,205,10,26,23,11,7
"Sinclair, Jess",KA,20,268,103,114,382,9,4, ,29,77,28,21,43,11,12,3,90,275,4,8,42,38,8
"Fosdike, Nic",SY,24,267,57,113,380,9,9,1,74,42,75,56,36,17,8,9,130,236, ,2,31,21,17
"Kirk, Brett",SY,24,168,44,209,377,9,5,3,140,21,54,73,47,27,28,1,184,198,9,2,39,5,12
"Cresswell, Daryn",SY,19,217,91,159,376,21,6, ,31,28,66,51,35,10,8,5,114,256, ,12,8,10,9
"Darcy, Luke",WB,21,211,129,165,376,9,7,295,46,32,70,105,79,54,40,6,196,186,22,10,46,10,11
"Tarrant, Chris",CW,25,301,219,74,375,54,44,5,38, ,104,4,52,28,23,12,153,216,52,96,42,5,32
"Johnson, Ben",CW,25,230,91,144,374,6,4, ,46,68,52,27,38,15,8, ,121,258,3, ,42,6,6
"Murphy, Robert",WB,22,273,98,101,374,5,3, ,31,68,58,22,40,7,8, ,106,263,13,1,45,40,9
"Mitchell, Sam",HW,21,199,54,174,373,5,2,3,89,27,69,135,50,20,23,9,204,169,2,4,31,6,6
"Rawlings, Brady",KA,20,231,105,141,372,8,3, ,34,52,35,31,34,10,6,6,106,262,4,5,41,21, 
"Kennelly, Tadhg",SY,24,206,85,164,370,8,2,1,38,72,35,28,50,11,14,1,132,209,11,3,56,31,5
"Dimattina, Paul",WB,21,194,83,173,367,7,9,3,45,47,84,76,38,20,13,1,160,208, ,3,19,45,5
"Carr, Matthew",FR,21,268,122,98,366,19,9,2,35,28,65,33,41,6,17,4,108,261,13,11,19,25,6
"Jones, Rowan",WC,23,183,93,175,358,14,15,7,64,7,63,14,43,13,11, ,169,183,16,14,43,3,7
"Maxfield, Stuart",SY,22,271,56,87,358,10,7, ,48,55,88,44,44,22,16,3,95,233,2,5,25,23,11
"Houlihan, Ryan",CA,22,261,59,95,356,16,12,11,33,41,70,47,58,9,17,3,155,173,4,5,41,38,11
"Makepeace, Troy",KA,22,248,94,108,356,3,6, ,41,80,31,23,50,10,6,3,126,207,11,7,65,45,4
"Kellaway, Andrew",RI,22,216,144,140,356,2,1,6,52,54,26,13,36,27,18, ,114,237,16,4,69,7,2
"Braun, Michael",WC,22,225,78,127,352,4,6, ,53,38,75,32,36,16,17,2,116,234,3,2,37,5,10
"Riewoldt, Nick",SK,22,241,170,110,351,30,17,66,29,16,69,24,33,16,9,7,136,217,47,39,38,11,5
"Pike, Martin",BL,25,234,118,117,351,17,11, ,57,20,84,32,32,10,13,2,127,220,13,16,66,16,4
"Headland, Des",FR,22,259,94,89,348,18,19,5,58,27,79,43,48,21,12,9,142,213,9,16,29,42,9
"Solomon, Dean",ES,24,243,103,105,348,11,20,13,86,35,64,34,75,16,42,2,156,195,18,17,67,10,11
"Giansiracusa, Daniel",WB,21,222,85,124,346,20,11, ,41,37,50,31,39,14,11,2,106,234,4,14,26,12,8
"Goodwin, Simon",AD,19,208,62,137,345,13,12, ,43,21,71,53,28,10,10, ,131,214,4,11,12,6,9
"Misiti, Joe",ES,21,185,56,160,345,6,4, ,37,21,47,72,24,13,9,2,158,183,2,4,28,1,7
"Cornes, Chad",PA,22,258,172,86,344,29,30,20,46,15,88,18,64,14,28,3,168,171,63,49,27,9,9
"Ward, Daniel",ME,20,233,85,111,344,3,7,1,43,66,63,17,45,8,16, ,99,233,2,1,52,39,7
"Embley, Andrew",WC,19,237,104,105,342,31,19,1,28,26,78,33,42,17,15,5,142,204,25,29,24,19,16
"Bruce, Cameron",ME,20,205,101,137,342,25,18,3,34,26,82,17,47,11,8,8,117,225,16,18,39,31,8
"Chapman, Paul",GE,22,239,85,103,342,22,15,2,58,26,79,54,44,44,23,6,154,200,4,10,48,30,9
"Bizzell, Clint",ME,22,194,113,147,341,6,3,10,28,77,29,14,31,14,9,2,130,206,26,6,71,11,4
"Welsh, Andrew",ES,22,218,93,123,341,4,1,3,49,67,38,17,38,15,12,1,131,214,12,4,55,11,2
"Fraser, Josh",CW,23,218,106,122,340,20,16,300,60,21,57,108,57,45,22,3,189,152,22,31,40,2,7
"King, David",KA,21,286,99,51,337,26,27,4,44,35,108,36,45,8,18,1,101,207,7,15,38,31,8
"Brown, Nathan",WB,22,245,122,88,333,56,51, ,29,16,49,20,53,15,14,5,122,209,12,70,25,8,12
"Barry, Leo",SY,24,182,133,151,333, ,2,2,56,95,15,17,53,14,27,4,127,210,23,1,76,85, 
"Hahn, Mitch",WB,21,182,86,150,332,11,16,24,55,21,81,68,40,18,13,4,156,186,15,11,55,18,12
"Johncock, Graham",AD,23,222,95,109,331,30,17, ,63,38,56,21,50,19,24,9,121,201,8,21,35,12,5
"Burton, Brett",AD,16,249,86,79,328,23,7,11,36,32,54,41,42,17,13,7,152,160,18,20,26,19,5
"Ablett, Gary",GE,22,189,61,138,327,26,20, ,77,14,89,50,35,21,11,3,185,163,6,11,42,30,11
"James, Roger",PA,17,219,76,108,327,12,6, ,38,26,65,80,31,13,8,5,144,174,2,7,24,28,4
"Beaumont, Simon",CA,22,243,107,84,327,9,9,9,49,51,47,27,43,14,20, ,118,203,13,9,50,12,5
"Jacobs, Danny",ES,24,185,119,138,323,4,3,9,39,71,10,17,31,14,7, ,141,166,29,6,117,24,4
"Godfrey, Simon",ME,22,165,47,157,322,3,5,3,100,25,70,64,52,22,23, ,148,182,5,2,37,4,11
"Brown, Nathan",ME,19,186,81,133,319,6,2, ,16,50,30,19,22,6,7,5,86,229,2,1,22,9,1
"McPhee, Adam",ES,24,177,98,140,317,10,7,7,67,35,47,29,57,21,22, ,124,198,9,6,72,18,3
"Davis, Nick",SY,24,211,91,105,316,32,19,1,35,29,63,39,32,8,9, ,119,189,8,27,26,14,12
"Whelan, Matthew",ME,22,168,64,147,315,4,2,1,70,29,41,44,24,16,11,1,140,164,11,4,58,16,4
"Smith, Joel",HW,22,222,76,92,314,5,6, ,43,50,59,23,67,15,19,3,112,190,7,4,49,40,3
"McKay, Andrew",CA,22,189,66,125,314, ,3,9,40,101,34,27,48,14,24,4,144,170,15, ,73,22,2
"Johnson, Chris",BL,21,185,91,126,311,9,2, ,44,62,34,16,52,21,21,3,105,190,9,9,47,48,5
"Barlow, Kris",HW,20,205,119,106,311,9,7,1,41,46,48,17,34,8,15,1,120,189,22,13,54,9,9
"Scarlett, Matthew",GE,22,206,134,105,311, ,2,3,29,96,14,6,34,18,17,5,112,197,23,3,102,16,1
"Pickett, Byron",PA,25,225,92,84,309,43,25,2,75,6,83,37,46,22,19,8,111,191,9,28,63,31,12
"Robertson, Russell",ME,22,220,125,89,309,41,29,8,23,3,71,13,50,31,15,2,174,149,45,40,34,2,17
"Wirrpanda, David",WC,19,251,62,57,308,10,10, ,26,89,49,14,46,9,5,7,108,192,10,6,53,31,4
"Wellman, Sean",ES,20,201,89,106,307,2,3,2,31,66,35,17,47,9,18,6,115,181,15,2,71,12,2
"Vandenberg, Richard",HW,20,200,47,106,306,10,10,1,61,19,81,40,56,12,21,1,117,196,2,2,35,30,7
"Green, Brad",ME,21,201,93,102,303,35,19,1,46,16,65,15,37,15,18, ,89,206,14,36,15,6,6
"Heffernan, Chris",ME,20,188,60,115,303,7,4,17,61,30,67,38,36,23,15,3,108,199,3,2,37,20,8
"Rocca, Anthony",CW,24,220,135,82,302,45,29,107,66,11,71,34,68,21,32,8,166,136,60,55,63,2,13
"Rioli, Dean",ES,18,203,79,98,301,12,16,9,48,24,72,45,34,12,17, ,124,190,9,14,40,7,19
"Ries, Nick",HW,20,151,59,150,301,6,1, ,66,17,49,69,36,11,13,1,139,167, ,3,31,3,7
"Leppitsch, Justin",BL,22,193,126,105,298,10,3,14,32,73,28,14,43,15,12,2,128,160,27,4,127,44,1
"Montgomery, Brett",PA,19,162,122,136,298,5,2,8,26,38,24,16,41,14,18,4,88,207,15,7,63,16,6
"Milburn, Darren",GE,20,144,73,153,297,5,4,15,40,30,27,40,28,12,13,2,121,174,11,5,95,10,5
"Hart, Ben",AD,21,217,73,80,297, ,2,1,46,85,31,22,27,12,10,1,103,175,13, ,78,8, 
"Ladhams, Chris",AD,20,208,68,87,295,20,20,2,40,18,58,44,19,19,5, ,138,156,5,11,11,13,10
"Woods, Dion",FR,21,212,84,83,295, ,2,5,53,88,28,20,33,17,13,1,117,176,14, ,65,9,1
"Richardson, Matthew",RI,19,215,173,77,292,33,34,25,11,5,79,10,70,29,33,4,156,144,64,64,30,2,17
"Holland, Brodie",CW,19,182,73,110,292,12,4, ,42,17,50,39,36,18,13,3,111,181,4,11,32,7,8
"Hall, Barry",SY,24,218,167,73,291,64,35,87,22, ,61,10,70,9,32,7,120,175,39,86,33, ,18
"McGregor, Ken",AD,22,152,94,139,291,6,5,7,35,32,21,17,28,17,10, ,134,158,25,8,69,2,2
"Newman, Chris",RI,22,161,74,130,291,5,2, ,43,41,27,26,24,9,9, ,118,172,5,5,75,7,3
"McCormick, Jonathon",CA,21,154,39,137,291,5,6,2,49,17,52,50,36,21,8, ,158,135,1,3,27,6,5
"Rawlings, Jade",HW,22,200,158,90,290,34,32,4,8,21,48,3,32,19,10,11,111,172,48,63,50,4,16
"Jones, Corey",KA,19,226,106,63,289,27,22,27,60,14,69,41,43,20,12, ,126,170,13,37,37,6,16
"McVeigh, Mark",ES,24,210,67,78,288,9,7,1,64,36,58,20,52,8,26, ,89,202,4,11,31,10,6
"Banfield, Drew",WC,22,145,54,142,287,3,4, ,38,45,20,23,42,11,12, ,126,160,6,2,43,10,4
"Brown, Jonathan",BL,19,173,126,113,286,27,15,9,31,1,68,16,50,22,23,8,149,139,44,33,26,2,19
"Bolton, Craig",SY,24,177,93,108,285, , ,1,35,67,27,20,29,15,12, ,116,175,13,1,73,14,4
"Jakovich, Glen",WC,21,191,93,92,283,14,15,6,24,20,75,16,31,10,9,3,102,169,16,12,44,18,6
"Hayden, Roger",FR,21,172,86,110,282,1, , ,57,59,23,17,24,16,4, ,122,160,15, ,45,26,3
"Cornes, Kane",PA,22,195,88,86,281,12,10,4,51,20,48,39,32,8,15, ,99,178,4,9,17,12,4
"Robbins, Matthew",WB,19,171,68,110,281, ,1, ,46,83,27,20,42,21,17, ,101,180,10, ,67,18,1
"Burgoyne, Shaun",PA,25,174,76,106,280,39,17,3,66,17,53,22,40,11,19,1,122,156,11,34,43,7,17
"Zantuck, Ty",RI,22,160,84,120,280,8,3,1,35,53,18,10,37,12,14, ,106,172,11,6,60,4,3
"Black, Heath",SK,16,188,58,92,280,2,8, ,37,37,44,34,30,7,10,2,81,191,3,1,15,13, 
"Torney, Jason",AD,24,155,91,124,279,7,5,3,34,40,41,23,30,9,15,2,115,169,18,4,53,8,3
"Riccardi, Peter",GE,20,182,60,93,275,25,13, ,55,16,55,37,27,13,4, ,125,149,9,13,33,3,14
"Hulme, Darren",CA,20,176,50,99,275,3,13, ,71,12,64,49,41,22,16,4,153,134, ,4,43,5,10
"Stenglein, Tyson",AD,21,151,48,122,273,7,2,11,67,14,42,65,32,9,16, ,125,149,6,4,34,2,3
"Caracella, Blake",BL,18,177,86,95,272,17,16,2,33,19,52,28,23,9,5,1,113,162,10,21,32,10,12
"Haddrill, Robert",FR,23,153,106,118,271, , ,3,48,62,8,10,44,12,15, ,99,152,22,1,108,9, 
"Lloyd, Matthew",ES,22,204,140,66,270,93,30, ,21, ,41,6,34,18,18,14,132,131,47,93,28, ,10
"Walker, James",FR,23,165,101,105,270,2,2,1,43,44,26,15,33,5,14, ,87,186,5,2,33,27,2
"Ashcroft, Marcus",BL,25,155,68,115,270, ,1, ,33,31,22,20,18,7,8, ,72,194,1, ,42,10,3
"Simmonds, Troy",FR,22,169,117,98,267,13,6,326,28,26,44,39,48,19,33,2,122,143,19,17,29,9,3
"Scott, Chris",BL,19,179,108,88,267,2,2,2,38,62,21,15,50,15,19, ,103,159,14,3,44,3,1
"Graham, Ben",GE,22,181,110,85,266,20,24,23,42,37,47,16,33,15,17,3,142,123,40,29,57,9,8
"Williams, Luke",ME,21,141,75,124,265,4,3, ,27,55,29,7,29,14,7, ,103,162,9,4,41,9,1
"Hardwick, Damien",PA,20,154,57,111,265, ,2, ,42,48,16,24,33,20,15, ,107,154,4, ,39,6,3
"Robbins, Ben",KA,17,100,46,163,263,4,3,1,55,12,25,58,19,10,5, ,141,133,1,7,23,3,4
"Leoncelli, Andrew",ME,16,173,72,90,263,4,3,4,37,28,53,42,34,7,10,3,101,161,2,3,18,12,8
"Schneider, Adam",SY,24,187,94,75,262,30,23, ,38,13,69,24,37,6,11,1,91,168,6,23,34,22,9
"Hille, David",ES,24,171,78,91,262,20,14,348,32,11,49,64,41,21,19,3,132,120,17,23,32,1,6
"Rodan, David",RI,22,168,61,92,260,18,10,1,48,20,62,47,32,12,9,1,142,125,4,10,26,50,11
"Clement, James",CW,21,179,78,81,260, ,1,2,28,80,20,13,39,11,12, ,99,150,18, ,78,12,4
"Smart, Nigel",AD,21,133,57,125,258,3,5,1,36,43,38,13,24,16,11,2,106,147,10,7,56,7,6
"Fevola, Brendan",CA,22,210,112,47,257,63,45,5,31,4,57,6,60,23,23,3,126,121,39,76,30,6,11
"Williams, Andrew",CW,22,157,81,98,255,16,17,4,28,19,54,19,35,14,5, ,91,159,15,21,32,6,9
"Johnstone, Travis",ME,16,188,53,67,255,10,4,2,24,43,56,41,37,15,11,4,92,157,1,3,21,35,7
"Didak, Alan",CW,25,177,83,77,254,36,22,1,33,6,49,15,37,9,16, ,90,157,11,26,33,14,11
"Eagleton, Nathan",WB,16,156,68,97,253,14,3,1,25,19,73,23,23,10,6,4,70,185,8,4,17,4,9
"Tallis, Rayden",HW,18,188,72,65,253,9,7,1,52,18,49,36,28,6,8, ,74,170,3,8,40,8,11
"Gehrig, Fraser",SK,21,190,129,62,252,55,34,19,22,23,31,4,47,17,23,10,117,135,43,70,40,9,9
"Clarke, Xavier",SK,22,168,89,84,252,12,11,1,36,28,43,22,33,11,11,3,90,165,22,16,34,45,5
"Ball, Luke",SK,16,134,53,118,252,10,6,8,48,15,45,49,27,15,6,1,124,135,3,6,25,4,2
"Bassett, Nathan",AD,21,135,80,117,252,3,1,5,25,44,16,2,26,11,13,2,93,146,13,2,111,10,3
"Paxman, Stephen",PA,25,182,102,69,251,3,2,6,21,66,20,9,42,13,26, ,67,175,6,5,75,8,1
"Hamill, Aaron",SK,18,153,78,95,248,21,16,14,62,3,66,30,48,24,30,2,140,110,26,31,40,2,17
"Garlick, Simon",WB,19,160,76,88,248,19,11, ,33,12,48,34,26,14,7,1,89,166,5,17,21,3,17
"Bode, Matthew",AD,18,140,43,108,248,9,10, ,59,8,44,43,20,9,15, ,98,147,1,8,7,10,9
"Walsh, Peter",ME,16,144,55,103,247,5,6, ,37,29,40,16,36,9,16, ,79,162,7,2,23,16,5
"Brogan, Dean",PA,23,97,95,149,246,5,2,396,28,15,27,62,51,30,31,5,143,109,27,10,70,2,10
"Gardiner, Michael",WC,18,179,113,64,243,10,11,453,6,16,61,40,35,21,22,8,94,145,22,11,28,7,13
"Crouch, Jared",SY,24,153,37,90,243,6,2,2,94,29,56,38,35,18,17, ,125,119,2,5,48,15,8
"Cupido, Damian",ES,23,191,69,51,242,39,23,2,34,13,56,7,73,8,23,3,100,144,7,26,23,14,14
"Lonie, Ryan",CW,25,139,55,102,241,11,4,7,53,42,33,13,24,7,4, ,75,155,6,2,58,38,3
"Bradshaw, Daniel",BL,24,172,127,68,240,28,14,9,20,28,32,5,23,11,8,1,91,142,26,36,49,4,11
"Goddard, Brendon",SK,18,156,77,83,239,6,6,1,30,42,39,19,26,7,9, ,79,162,3,8,41,8,6
"Kelly, James",GE,18,129,43,109,238,6,8,1,55,16,43,37,34,9,16, ,127,119,7,7,25,9,8
"White, Darryl",BL,21,150,96,88,238,5,2,36,25,43,21,12,28,8,15, ,85,153,15,8,54,18,4
"Rooke, Max",GE,18,134,74,103,237,3,3,1,38,38,24,20,33,23,18,2,101,155,7,3,34,13,2
"Petrie, Drew",KA,22,172,107,64,236,28,21,76,67,4,63,23,56,12,19,3,135,104,46,33,71,1,6
"Thompson, Andrew",SK,17,112,52,124,236,5,9,1,53,14,46,35,28,7,10, ,91,148,3,6,42,1,2
"Shaw, Rhyce",CW,19,172,75,64,236,2, , ,21,39,36,13,24,4,8,1,56,181,1,3,19,42,4
"Perrie, Ian",AD,22,169,115,66,235,26,16,7,44,6,59,3,40,18,18,5,109,129,31,33,37, ,10
"Hargrave, Ryan",WB,19,123,61,112,235,5,2,2,17,36,25,11,34,7,11, ,82,152,8,2,82,2,2
"Medhurst, Paul",FR,23,205,108,29,234,50,30,1,20,2,52,1,60,18,24,3,110,116,30,65,23,11,19
"White, Jeff",ME,16,127,83,107,234,9,1,277,17,13,24,34,34,13,16, ,91,139,20,8,44,2,2
"Bishop, Matthew",PA,22,160,112,74,234, ,1,11,17,72,17,6,17,7,7, ,57,172,13, ,71,22,1
"Waite, Jarrad",CA,20,151,52,82,233,11,12,6,56,14,56,25,45,11,18, ,109,134,7,6,43,23,7
"Osborne, Michael",HW,19,169,62,64,233,3,3,1,40,37,29,17,47,20,17, ,94,126,10,4,55,9,5
"Baird, John",KA,20,143,76,90,233,2, ,4,28,50,24,9,29,6,9,1,75,150,10,1,70,14,2
"Cameron, Leon",RI,21,175,90,57,232,16,4, ,15,25,62,12,16,5,6,1,45,190,5,10,13,24,7
"Bolton, Mark",ES,21,137,88,94,231,12,12,26,30,24,47,18,33,9,20,2,91,146,14,15,50,19,12
"Armstrong, Steven",ME,18,120,57,111,231,8,7, ,43,9,40,36,19,13,4, ,94,135,2,5,22,3,6
"Fiora, Aaron",RI,21,148,81,82,230,8,4,3,26,31,53,15,26,11,8, ,83,153,8,9,30,28,5
"Chick, Daniel",WC,18,155,45,72,227,12,10,6,86,22,52,38,30,12,11, ,99,100,9,9,59,16,7
"Murphy, Justin",CA,16,140,58,86,226,14,11, ,43,23,55,28,25,10,12,2,98,119,9,14,28,13,4
"Mercuri, Mark",ES,16,126,74,99,225,7,6, ,32,11,42,21,35,12,15,1,89,136,8,15,11,6,14
"Wojcinski, David",GE,18,152,38,71,223,7,4,1,25,22,50,39,34,11,17,3,105,124,3,1,24,33,1
"Charman, Jamie",BL,26,109,81,113,222,9,10,397,39,13,36,52,59,23,31, ,124,102,24,13,41,1,6
"Burke, Nathan",SK,18,132,57,89,221,6,10, ,38,28,29,21,18,9,1,2,84,130,2,10,38,3,7
"Hunter, Adam",WC,20,114,63,106,220,4,8,6,48,33,25,19,35,12,18, ,104,121,14,9,74,4,5
"Green, Kasey",WC,20,144,65,76,220,2,2, ,31,33,18,18,39,11,13, ,65,157,5,4,49,6,2
"Stafford, Greg",RI,19,126,90,93,219,20,5,303,30,14,34,54,42,19,26,5,130,91,29,23,32,1,5
"Polak, Graham",FR,22,148,113,70,218, ,5,6,36,39,14,9,26,19,7, ,118,104,49,3,91,3, 
"Wells, Daniel",KA,18,149,64,67,216,10,7,9,39,13,35,24,15,9,7, ,73,134,5,7,38,22,8
"Harrison, Ben",WB,19,132,82,84,216,9,5, ,16,12,39,3,26,9,4, ,70,148,14,6,33,5,5
"Baker, Steven",SK,21,125,53,91,216,4,2, ,64,30,25,37,30,14,17, ,104,118,3,2,41,3,4
"Ball, Jason",SY,17,125,85,90,215,7,7,261,22,16,24,45,26,16,13,4,91,118,25,15,29,4,4
