Player,Team,Games,Kicks,Marks,Handballs,Disposals,Goals,Behinds,Hit Outs,Tackles,Rebound 50s,Inside 50s,Clearances,Clangers,Frees For,Frees Against,Brownlow Votes,Contested Possessions,Uncontested Possessions,Contested Marks,Marks Inside 50,One Percenters,Bounces,Goal Assists
"Wells, Daniel",KA,22,246,86,148,394,12,10,9,43,52,71,57,50,13,14,7,144,236,7,5,46,66,18
"Burns, Scott",CW,22,200,110,192,392,14,9,2,45,26,70,66,31,22,9,3,165,232,7,10,29,5,11
"Hall, Barry",SY,26,299,206,91,390,80,41,22,32, ,63,9,55,26,33,16,168,223,51,96,32,1,22
"Cassisi, Domenic",PA,24,219,77,171,390,15,11, ,49,27,48,57,42,19,10, ,170,216,6,7,40,2,5
"Burgoyne, Peter",PA,19,245,53,144,389,11,8, ,50,31,86,86,51,18,25,8,137,257,1,7,21,61,12
"OKeefe, Ryan",SY,26,280,128,105,385,31,33,2,65,20,100,26,55,16,17,7,154,222,20,41,29,12,9
"Kingsley, Adam",PA,21,264,102,121,385,14,5, ,36,54,73,52,52,22,14,4,123,261,2,7,32,14,12
"Francou, Josh",PA,23,179,70,204,383,7,13, ,82,15,59,102,59,23,34,5,184,203,1,7,21,5,16
"Everitt, Peter",HW,22,261,123,121,382,17,15,556,46,36,76,91,62,37,22,13,172,214,16,16,54,8,10
"Mattner, Martin",AD,24,194,80,188,382,4,9,6,98,21,78,46,45,19,22,9,145,245,1,5,79,30,10
"Smith, Joel",HW,20,233,95,146,379,4,4, ,24,78,51,32,38,9,9,5,106,258,3,5,35,51,6
"Smith, Rohan",WB,20,243,121,135,378,16,17, ,26,53,79,17,30,7,10, ,85,284,3,14,22,52,13
"Clement, James",CW,22,276,105,102,378,1,3,1,57,179,21,12,49,20,14,5,143,197,29, ,66,20, 
"Clarke, Tim",HW,21,188,97,189,377,12,6, ,54,14,44,30,36,16,13, ,105,265,3,15,23,15,12
"Bassett, Nathan",AD,25,200,120,176,376,2,2,2,45,92,20,11,39,21,12,3,110,247,17,2,117,27, 
"Welsh, Andrew",ES,21,235,121,141,376,2,2,2,43,101,19,21,41,13,13, ,105,261,9,3,61,11,3
"Embley, Andrew",WC,18,260,102,115,375,24,21,7,37,28,70,18,40,15,7,8,99,266,4,22,34,36,4
"Scotland, Heath",CA,19,204,105,171,375,8,7,1,39,32,60,56,43,11,14,1,131,251,4,6,36,25,4
"Pavlich, Matthew",FR,22,271,178,101,372,61,25,4,25,1,110,7,63,24,21,14,153,211,47,59,38,5,14
"Lappin, Matthew",CA,22,239,104,132,371,25,14,2,45,52,59,24,59,29,12, ,146,231,14,22,49,53,8
"Green, Brad",ME,21,224,127,145,369,28,14,2,54,45,75,29,34,13,17, ,96,262,12,26,22,19,9
"Harvey, Robert",SK,17,208,90,159,367,14,6, ,39,25,61,54,23,15,7,7,125,247, ,11,34,2,11
"Lappin, Nigel",BL,16,220,76,147,367,8,5,1,49,33,75,66,40,13,8,3,145,221,4,4,26,26,12
"Croad, Trent",HW,21,214,127,152,366,14,12,15,21,42,66,14,76,20,34,3,130,239,19,24,56,10,8
"Johnson, Chris",BL,22,243,122,123,366,6,5,1,48,118,40,17,61,23,23,3,128,216,6,6,49,45,6
"Stenglein, Tyson",WC,22,216,106,147,363,9,6,7,79,26,40,61,32,25,14, ,141,214,8,8,64,6,5
"McMahon, Jordan",WB,19,227,84,136,363,2, , ,38,80,38,26,32,10,6, ,91,264,1,2,40,49,6
"Wanganeen, Gavin",PA,23,227,75,135,362,13,8, ,29,49,39,36,33,16,12,2,141,218,3,6,37,38,8
"Moloney, Brent",ME,21,267,72,95,362,2,8,1,56,41,133,74,52,16,27,3,144,222, ,1,24,23,8
"Scarlett, Matthew",GE,24,251,146,111,362,1,2,1,40,103,18,4,39,12,12,6,98,248,32,3,99,2,2
"Murphy, Robert",WB,22,284,172,77,361,33,19, ,26,28,84,6,46,11,13,6,89,274,9,39,25,57,18
"Shirley, Robert",AD,24,129,55,232,361,10,4,13,79,12,38,63,33,21,12, ,152,210,1,3,58, ,9
"Mathews, Ben",SY,25,200,77,161,361,6,4, ,75,38,27,28,42,22,18, ,121,236,3,7,24,4,8
"Ablett, Luke",SY,25,243,65,115,358,9,12,18,64,20,102,68,61,10,21,5,158,196,9,11,38, ,5
"Montgomery, Brett",PA,23,208,159,149,357,9,2,5,35,46,37,9,53,17,25,2,93,268,18,11,75,22,8
"Giansiracusa, Daniel",WB,17,228,102,128,356,23,17, ,25,20,63,35,47,21,16,5,111,244,2,21,27,15,14
"Vandenberg, Richard",HW,22,196,89,160,356,5,11, ,51,26,61,35,55,15,31, ,88,272,1,5,38,13,7
"Walsh, Peter",PA,23,200,86,156,356,3,5, ,34,53,45,14,39,10,17,1,70,272,2,4,51,22,8
"Archer, Glenn",KA,22,277,104,77,354,7,2,3,61,71,39,45,48,18,21,2,136,218,9,5,65,23,6
"Hunt, Josh",GE,22,238,98,116,354,2,1,2,30,146,30,16,64,14,13,3,104,236,14,3,61,8,3
"Stanton, Brent",ES,19,252,123,100,352,13,9, ,39,38,80,25,61,10,13,6,92,259,2,8,27,22,13
"Bolton, Craig",SY,26,211,112,137,348,1,3,2,62,91,33,23,42,15,16,1,112,230,9,1,88,30,4
"Harris, Daniel",KA,22,151,53,195,346,6,1, ,76,11,36,115,41,18,12,8,197,151, , ,43,2,8
"Jones, Austinn",SK,22,252,73,93,345,6,3, ,31,87,49,16,42,7,14,1,100,233,3,1,53,53,6
"Mitchell, Sam",HW,14,186,62,157,343,2,4, ,49,44,45,94,44,24,23,9,150,193,3, ,20,24,7
"Notting, Tim",BL,21,196,113,146,342,14,13,3,37,25,62,27,59,6,15, ,95,248,2,17,24,14,13
"Banfield, Drew",WC,25,197,90,145,342,3,2, ,46,55,33,33,32,11,14, ,109,218,4,1,89,14,4
"Barry, Leo",SY,26,213,152,128,341, , ,3,37,123,10,6,66,17,36,3,124,218,15, ,113,65, 
"Colbert, Leigh",KA,21,196,132,145,341, , ,9,24,73,17,10,28,21,9,1,96,252,6,3,65,14,4
"Whitnall, Lance",CA,22,229,139,110,339,24,21,49,20,78,34,7,60,22,19,5,122,213,25,27,84,12,8
"Newman, Chris",RI,22,227,97,112,339,2,3, ,65,125,20,18,27,14,4, ,99,221,12,3,75,16,6
"Lucas, Scott",ES,22,289,134,48,337,51,24,2,49,31,90,10,48,16,21,7,112,218,18,35,19,7,6
"Deledio, Brett",RI,22,186,86,150,336,14,10,7,37,10,88,31,33,15,10,2,138,201,9,10,23,41,6
"Makepeace, Troy",KA,23,233,89,103,336,6,2, ,39,141,30,24,36,13,6,2,101,219,6,8,70,57,8
"Rawlings, Brady",KA,20,186,87,149,335,9,7, ,44,15,48,29,35,18,11, ,96,237,2,10,33,22,8
"Perrie, Ian",AD,25,232,146,101,333,39,31,17,28,3,77,6,51,23,15,3,126,205,28,61,53,4,15
"Jones, Corey",KA,23,237,104,94,331,38,32,11,57,11,92,40,43,38,14,4,163,177,13,29,48,4,13
"McDonald, James",ME,21,197,77,132,329,2,5,4,70,25,65,61,46,26,27, ,133,198,2,1,26,19,8
"Cook, Troy",FR,20,164,73,164,328,2,11,1,87,32,36,47,43,19,21,4,138,193,6,6,35,6,7
"Skipworth, Hayden",AD,21,171,79,155,326,12,11, ,49,9,59,53,31,22,7,3,115,205,1,12,18,18,10
"Hart, Ben",AD,22,215,85,111,326,3,1,1,35,101,30,6,38,11,13,1,93,215,6,1,74,20,2
"Crouch, Jared",SY,26,180,51,143,323,8,2, ,72,61,59,41,57,16,27, ,131,183, ,5,53,19,7
"Yze, Adem",ME,23,270,99,52,322,41,34, ,34,30,64,25,50,14,17,7,116,183,16,52,31,15,12
"Nicoski, Mark",WC,21,202,100,120,322,12,7,2,38,39,44,20,37,11,20, ,105,214,5,1,49,6,8
"Chapman, Paul",GE,19,222,76,97,319,29,17, ,49,15,76,41,38,20,17,2,136,182,5,14,31,7,12
"Baker, Steven",SK,24,195,95,124,319,3,3, ,58,52,38,28,46,16,18,1,129,193,7,3,69,13,6
"Williams, Paul",SY,19,194,51,121,315,5,4, ,44,35,44,45,44,19,15,4,118,186,2,4,16,11,10
"Hird, James",ES,17,234,78,80,314,17,8,3,36,27,77,42,45,23,17,8,136,180,9,15,23,5,11
"White, Jeff",ME,23,169,92,145,314,7,4,532,56,27,53,81,61,41,30,2,138,174,6,5,48,5,11
"Carrazzo, Andrew",CA,20,196,83,118,314,4,4,8,41,55,60,32,27,13,8,2,98,216, ,3,36,9,5
"Tivendale, Greg",RI,19,191,74,121,312,5,8, ,35,38,55,38,41,11,13, ,112,207,4,4,20,31,6
"Hunter, Adam",WC,23,178,135,133,311,14,4,7,44,46,19,9,32,15,22, ,117,191,22,16,108,8,3
"Voss, Brett",SK,24,196,122,115,311,10,2,4,54,49,42,11,23,27,7, ,125,190,17,6,84,4,2
"Lewis, Jordan",HW,19,151,86,156,307,2,1,3,39,37,28,44,39,13,18, ,104,207,6,5,22,9,4
"Thompson, Andrew",SK,22,156,78,150,306,4,9, ,58,16,49,62,22,16,8, ,130,176,6,2,49,2,7
"Doughty, Michael",AD,24,129,90,176,305,1,5, ,52,21,29,34,30,4,15, ,96,204, ,6,45,5,13
"McGregor, Ken",AD,24,188,123,115,303,31,18,7,37,19,30,5,64,23,27,4,121,184,31,45,51,2,12
"Mooney, Cameron",GE,17,184,101,118,302,4,2,31,22,57,31,30,45,14,23,1,114,184,14,6,48,17,6
"McVeigh, Mark",ES,21,211,84,90,301,7,8,1,53,49,40,23,53,15,28, ,116,184,11,4,38,6,9
"Davis, Nick",SY,23,210,95,89,299,38,21, ,29,22,49,32,32,5,12, ,108,186,11,32,10,9,3
"Riccardi, Peter",GE,22,211,69,88,299,15,9,1,63,23,65,51,28,15,2, ,117,181,4,10,26,17,16
"Longmuir, Justin",FR,21,178,107,120,298,15,6,226,34,27,51,78,53,29,26,3,161,138,32,15,45,9,4
"Reilly, Brent",AD,23,187,82,110,297,11,6, ,45,25,68,37,46,11,17,1,95,204,1,7,33,16,12
"Richardson, Matthew",RI,22,247,166,49,296,65,46,1,13,4,77,4,63,28,20,7,137,162,49,82,38,2,15
"Chick, Daniel",WC,25,189,66,107,296,14,5,2,84,56,52,23,45,23,21,2,136,152,9,2,120,45,10
"Peckett, Justin",SK,20,184,93,111,295,6, , ,32,27,64,19,31,10,17, ,74,219,1,5,33,31,5
"McLean, Brock",ME,20,177,73,117,294,6,3,1,63,15,72,59,37,10,15,9,134,160,2,3,30,25,14
"Thornton, Scott",FR,22,156,94,138,294, , , ,17,80,27,6,39,12,14, ,80,212,2, ,106,15,6
"Pettifer, Kayne",RI,22,226,108,67,293,31,17, ,34,7,94,24,35,22,11,2,98,197,5,22,16,11,12
"Bizzell, Clint",ME,20,195,92,98,293, , ,2,34,81,26,17,31,13,12,2,111,184,10,1,58,26,4
"Fisher, Sam",SK,21,189,91,103,292,2, ,3,19,62,26,10,30,7,9, ,85,199,5,2,91,6, 
"Kingsley, Kent",GE,24,199,138,92,291,57,40,1,30,2,42,8,42,16,15,3,94,195,19,75,10,2,15
"Simmonds, Troy",RI,22,205,123,86,291,19,23,304,30,13,71,35,42,25,20, ,110,181,18,26,27, ,10
"Selwood, Adam",WC,20,179,78,109,288,6,5,2,50,20,47,34,38,29,12, ,105,183,2,5,34,11,6
"Houlihan, Ryan",CA,17,213,67,75,288,6,8,1,37,40,59,22,33,9,7, ,92,182,3,7,24,44,10
"Lovett, Andrew",ES,20,189,78,95,284,25,11, ,46,18,54,25,32,17,10,5,110,173,2,8,27,45,8
"Goddard, Brendon",SK,19,178,91,105,283,6,4,17,41,41,50,30,42,8,18, ,84,198,6,4,44,14,8
"Waite, Jarrad",CA,21,185,119,95,280,36,23,2,41,9,70,6,62,15,28,5,115,164,20,31,46,16,16
"Rutten, Ben",AD,25,143,95,137,280,1, ,3,27,73,17,2,24,10,15, ,103,169,17,2,110,13, 
"Davey, Aaron",ME,23,198,49,81,279,30,32, ,71,11,66,26,49,24,17, ,138,136,4,10,19,36,18
"Enright, Corey",GE,15,168,79,109,277,8,6,1,23,30,58,20,27,5,13,3,79,198,5,6,23,17,11
"Adcock, Jed",BL,22,160,93,117,277,4,2, ,49,68,40,11,22,19,9,2,78,197,6,2,74,20,8
"Burgoyne, Shaun",PA,15,159,76,118,277,4,4,1,29,52,30,20,31,4,19,7,84,188,2,3,41,24,5
"Maguire, Matt",SK,21,188,99,88,276,6,6,4,22,60,47,15,49,12,20,3,114,161,22,6,78,5,5
"Morrison, Chad",CW,15,141,58,133,274,1,5, ,26,45,23,28,29,8,7, ,85,185,2,1,29,12,3
"Firrito, Michael",KA,23,168,84,105,273,5,4,30,74,32,66,33,50,11,24, ,122,155,8,6,64,8,6
"Carr, Matthew",FR,13,199,76,72,271,5,3,1,28,34,49,18,32,8,11,2,72,204,4,4,9,17,1
"Milne, Stephen",SK,24,204,85,64,268,61,20,6,36,5,52,18,61,18,28,6,123,145,11,40,23,13,17
"Murphy, Justin",ES,17,150,87,118,268,4,5, ,19,34,40,14,30,15,2,3,87,181,2,6,24,8,6
"Wakelin, Shane",CW,22,187,115,80,267, , ,26,33,71,8,10,21,18,8, ,101,165,14, ,134,35,1
"Robertson, Russell",ME,23,207,134,58,265,73,30,2,28,4,47,11,38,27,12,3,127,147,35,74,35,3,7
"Grover, Antoni",FR,19,132,97,133,265,3, , ,50,44,20,16,19,12,8, ,94,176,13,1,70,18,2
"Bradley, Kepler",ES,19,137,99,127,264,4,4,29,18,30,13,24,36,16,15, ,108,160,11,6,57,5,1
"Powell, Stephen",SK,16,115,50,149,264,4,5, ,46,12,41,48,34,17,14, ,114,150,1,6,21,4,6
"Mundy, David",FR,17,136,78,128,264,1,3,3,23,73,28,13,22,9,6, ,86,174,5,1,43,7,3
"Hargrave, Ryan",WB,20,155,80,108,263,10,2,1,36,54,29,11,44,10,19, ,101,162,3,6,81,17,4
"Schammer, Byron",FR,16,152,64,111,263,6,2, ,33,33,30,21,34,10,9,3,78,185,4,1,23,52,5
"Fletcher, Dustin",ES,17,226,70,37,263, , ,3,13,199,8,8,29,11,12,2,85,132,14, ,93,3, 
"Wheatley, Paul",ME,21,184,96,78,262,3,4, ,38,108,31,14,26,13,6, ,92,155,11,1,77,18,2
"Hyde, Chris",RI,17,136,65,125,261,3,2, ,35,21,38,29,31,20,13,5,91,180, , ,19,18, 
"Bruce, Cameron",ME,15,167,73,93,260,20,14,3,27,15,53,35,31,14,9,8,106,150,10,20,23,14,9
"Staker, Brent",WC,22,174,97,86,260,13,7,2,22,34,44,11,50,9,23, ,98,158,14,7,52,9,3
"Rooke, Max",GE,23,131,88,129,260,3,1, ,68,28,24,20,46,8,32,3,98,162,13, ,56,8,2
"Jones, Brett",WC,22,140,96,119,259,3,4, ,32,75,28,18,54,11,18, ,105,146,10,3,81,10,1
"Glass, Darren",WC,25,135,90,124,259,2, ,1,42,56,12,6,29,15,19, ,107,146,7, ,144,10,1
"Lade, Brendon",PA,24,160,112,98,258,24,15,306,27,14,47,40,48,18,33, ,90,169,14,27,37,8,19
"McPhee, Adam",ES,14,185,113,72,257,9,4,7,32,38,35,21,46,7,21,6,100,159,30,11,47,8,3
"Osborne, Michael",HW,19,166,76,91,257,8,3, ,49,33,35,24,61,14,34, ,93,166,6,2,37,16,4
"OLoughlin, Michael",SY,23,188,104,68,256,52,26, ,30, ,31,11,45,16,19,4,118,133,26,73,15,1,19
"Caracella, Blake",CW,21,155,88,101,256,34,19,4,22,1,46,25,50,23,15,5,109,147,6,30,24,2,15
"Wakelin, Darryl",PA,24,149,134,106,255, , ,4,27,37,4,1,29,21,11, ,87,169,25, ,97,4, 
"Hahn, Mitch",WB,19,162,65,91,253,21,22,2,44,10,60,34,42,14,15,2,121,138,7,12,28,14,11
"Sherman, Justin",BL,19,162,80,91,253,13,10, ,45,8,68,25,35,3,13, ,79,177,1,9,16,6,7
"Parker, Shane",FR,22,156,77,96,252,1, , ,47,73,10,4,32,10,13, ,99,148,4, ,92,6, 
"Hentschel, Trent",AD,21,184,108,63,247,26,18,1,31,17,34,6,33,19,15,1,97,150,23,28,31,9,10
"Bateman, Chance",HW,12,165,52,81,246,4,3, ,19,39,30,14,25,15,4,3,60,190,1, ,28,29,5
"Byrnes, Shannon",GE,19,150,56,95,245,8,13, ,47,9,70,30,30,13,10,2,102,150,3,7,14,15,7
"Kellaway, Andrew",RI,16,142,98,103,245,3, ,2,28,45,8,6,16,17,5, ,72,177,10,3,69,5,3
"Jacobs, Danny",HW,15,124,105,119,243,2,2,1,18,49,7,7,13,4,2,1,67,174,12,5,62,9,2
"Stevens, Michael",KA,20,174,72,68,242,10,2,2,23,40,52,13,38,6,16, ,51,186,2,5,36,35,6
"Woewodin, Shane",CW,15,169,63,73,242,5,7,4,31,23,31,26,30,8,19, ,78,156,2,9,22,4,3
"Hansen, Ashley",WC,20,163,114,76,239,24,16, ,27,3,66,1,36,18,12,3,89,152,13,22,28,5,7
"Ackland, Cain",SK,22,140,75,99,239,12,2,289,19,6,55,57,54,36,25, ,112,123,8,11,36,3,7
"Maxwell, Nick",CW,20,138,80,101,239,6,6,6,43,32,25,11,26,15,13, ,97,132,12,6,94,13,5
"Brown, Campbell",HW,14,132,67,107,239,1,1, ,30,37,24,17,23,10,13,1,88,148,13,1,47,37,4
"Brown, Jonathan",BL,14,142,103,96,238,33,19,2,19,2,45,22,34,24,12,11,114,129,28,52,20, ,14
"Johncock, Graham",AD,15,161,69,77,238,6,5, ,37,79,22,11,22,14,9,3,84,151,3,6,34,23,2
"Macdonald, Joel",BL,18,135,69,101,236,3,2, ,18,23,22,9,39,4,12, ,56,176,2,4,31,15,8
"Hudson, Ben",AD,20,91,66,144,235,4,1,314,20,14,31,72,25,21,17, ,134,104,9,4,30,6,4
"Brown, Leigh",KA,23,127,88,107,234,3,4,12,29,49,18,6,37,13,24,1,87,144,9,3,120,23,1
"Swan, Dane",CW,14,143,67,91,234,3,2, ,22,41,20,22,24,5,4, ,72,158,2,3,29,4,3
"Torney, Jason",AD,16,120,84,113,233, ,4, ,28,36,31,10,21,13,10, ,67,167,9,3,42,17,2
"Lloyd, Matthew",ES,20,181,104,51,232,59,29, ,23,6,42,8,33,23,19,3,111,114,26,51,30,1,15
"Riewoldt, Nick",SK,16,182,131,50,232,33,36,9,18,3,50,4,29,31,5,3,89,142,30,61,31,6,8
"Krakouer, Andrew",RI,20,148,52,83,231,23,11,1,76,12,43,37,45,34,12,2,112,121,1,16,14,10,11
"Lake, Brian",WB,22,150,85,81,231,2,1,6,26,81,9,5,40,7,19, ,79,140,16,1,144,10, 
"Wilson, Michael",PA,16,142,65,89,231, ,2,1,41,56,21,12,35,12,14,2,65,154,1,1,42,15,1
"Buckley, Nathan",CW,11,149,77,81,230,20,14, ,22,9,51,22,24,16,7,5,96,138,10,22,16,6,6
"Lovett-Murray, Nathan",ES,17,134,46,96,230,7,4,10,28,58,28,16,32,12,11, ,87,147,5,3,49,29,2
"Gaspar, Darren",RI,20,138,79,92,230,1, ,1,11,79,6,4,30,14,16,1,91,137,15,1,71,13,1
"Johnson, Ben",CW,13,165,51,65,230,1,2, ,23,36,44,30,27,10,9,1,78,152,3,4,9,5,11
"Boyd, Matthew",WB,17,120,66,109,229,5,4,2,35,24,43,19,24,11,14, ,63,162,5,2,22,12,12
"Tenace, Kane",GE,18,165,48,64,229,3,1, ,21,23,48,21,26,7,5, ,72,155,1,1,25,43,1
