Player,Team,Games,Kicks,Marks,Handballs,Disposals,Goals,Behinds,Hit Outs,Tackles,Rebound 50s,Inside 50s,Clearances,Clangers,Frees For,Frees Against,Brownlow Votes,Contested Possessions,Uncontested Possessions,Contested Marks,Marks Inside 50,One Percenters,Bounces,Goal Assists
"Johnson, Mark",ES,22,212,99,146,358,9,4,6,64,37,50,32,35,27,11, ,138,227,10,9,42,31,9
"Grant, Shannon",KA,18,247,127,109,356,21,18, ,31,26,67,30,43,8,10,5,94,258,9,34,9,20,9
"Lade, Brendon",PA,22,253,187,102,355,18,12,436,32,37,59,43,36,20,19,15,95,249,23,33,54,8,17
"Ablett, Gary",GE,21,212,74,142,354,35,28, ,65,8,70,35,44,22,15,5,163,186,4,18,30,20,17
"Ablett, Luke",SY,24,244,68,108,352,8,8,15,72,35,98,64,61,18,26,4,160,188,8,10,33,1,7
"Brown, Campbell",HW,20,237,156,114,351,6,6, ,42,57,47,10,35,13,11,1,88,261,12,6,63,51,4
"Voss, Brett",SK,23,219,139,131,350,15,9,5,40,40,40,10,41,19,11,1,133,211,22,18,75,6,8
"Peverill, Damien",ES,17,193,94,157,350,4,1,1,28,29,41,48,29,17,8,2,119,223,4,1,25,21,5
"Bolton, Craig",SY,24,245,144,104,349,3,4,1,59,97,35,16,37,18,16, ,94,245,3,6,90,32,3
"McPhee, Adam",ES,20,234,142,113,347,8,9,16,56,52,50,14,68,17,33, ,109,244,20,9,75,6,7
"Simmonds, Troy",RI,21,241,141,103,344,25,10,386,32,26,63,57,49,18,23,11,111,233,12,24,29,10,8
"Mattner, Martin",AD,22,180,96,164,344,5,5, ,66,42,47,18,37,19,23,11,111,249,12,3,77,63,5
"Clarke, Tim",HW,18,159,121,183,342,12,1, ,36,8,42,19,21,12,4,1,71,266,4,11,14,2,8
"Koutoufides, Anthony",CA,18,169,89,172,341,12,14,15,65,17,48,60,58,14,14, ,151,188,17,14,26,2,10
"Hunter, Adam",WC,22,185,122,151,336,29,13,2,34,42,25,7,43,14,27,1,109,219,28,33,75,4,2
"Bentick, Adam",CA,20,179,88,157,336,6,1, ,84,22,48,62,42,17,21,2,126,209,1,1,38,6,2
"Notting, Tim",BL,22,214,116,122,336,2,14,1,51,44,61,17,35,13,13, ,101,236,11,5,63,15,9
"Headland, Des",FR,20,259,104,74,333,21,12,4,41,17,97,22,44,12,16, ,69,265,3,18,14,22,8
"Foley, Nathan",RI,21,177,55,156,333,3,2,1,70,30,58,59,36,17,16, ,151,193, ,1,18,17,9
"Rutten, Ben",AD,24,175,135,158,333,1,2, ,35,62,13,1,26,12,11, ,79,248,3,3,76,13,6
"Hargrave, Ryan",WB,22,207,97,123,330,4,2,1,40,70,36,18,62,13,29, ,121,204,5,3,83,31,2
"Johnson, Kane",RI,19,202,104,126,328,5,2, ,47,30,42,39,29,16,8, ,93,233,3,6,19,3,8
"Davey, Aaron",ME,22,253,79,74,327,37,15, ,63,24,64,37,63,16,22,2,125,188,4,16,31,48,15
"Carroll, Nathan",ME,24,182,131,144,326,1, ,3,35,84,15,9,41,11,12,2,104,214,11, ,91,29, 
"Ward, Daniel",ME,17,196,112,129,325,3,2, ,49,49,43,12,38,7,14, ,69,256,3,2,34,44,6
"Scarlett, Matthew",GE,20,237,109,87,324,4,2, ,22,103,19,4,41,6,15,2,82,226,18,2,68,14,3
"Giansiracusa, Daniel",WB,16,197,97,124,321,13,3, ,39,16,58,28,30,11,14,5,81,239,4,11,25,16,16
"Holland, Brodie",CW,17,219,96,97,316,15,4, ,43,35,50,42,39,24,12, ,106,214,5,7,19,21,8
"Massie, Kris",AD,20,162,102,152,314, , ,2,48,29,43,21,30,10,10,2,72,240,7,3,53,13,6
"Smith, Joel",HW,19,199,111,115,314, ,1, ,28,48,51,14,31,9,11, ,76,237,4,2,47,27,3
"Petrie, Drew",KA,21,208,158,104,312,4,3,87,54,61,51,19,39,27,16,5,116,195,20,6,114,11,5
"Bode, Matthew",AD,23,157,58,154,311,32,22, ,114,2,55,42,45,18,21,1,156,156,5,19,34,6,16
"Baker, Steven",SK,20,212,126,99,311,5,1,1,66,45,35,23,47,23,20, ,89,223,5,2,60,11,1
"Birchall, Grant",HW,16,172,87,136,308,3,1, ,22,39,48,9,33,4,11, ,64,241,2,3,10,19,2
"McVeigh, Mark",ES,21,216,77,91,307,9,11, ,62,29,62,32,42,8,22, ,91,218,5,11,37,1,9
"Lonie, Nathan",PA,17,209,71,98,307,7,5,3,28,54,60,5,32,8,14, ,25,282, ,3,25,44,6
"Parker, Shane",FR,25,181,105,125,306, ,2, ,61,71,18,9,37,10,15, ,97,206,6, ,87,7, 
"Graham, Jaymie",WC,24,207,130,97,304,9,3,12,30,54,35,7,40,21,23, ,80,220,10,6,70,20,2
"Lake, Brian",WB,24,177,123,127,304,1, ,1,49,108,7,2,47,9,23, ,84,203,12, ,181,48, 
"OLoughlin, Michael",SY,25,219,138,82,301,47,32, ,37,4,42,7,40,21,12,5,115,188,25,75,19,4,16
"Heffernan, Chris",ES,19,154,66,147,301,6,4, ,72,20,48,39,50,23,22, ,122,175,6,4,47,8,8
"Hille, David",ES,21,136,92,164,300,13,15,367,29,8,56,69,41,18,18,1,153,136,20,19,44, ,13
"Monfries, Angus",ES,21,174,99,125,299,22,11,1,47,11,54,21,42,26,9, ,105,194,7,24,21,8,10
"Vandenberg, Richard",HW,16,174,75,125,299,10,2, ,43,7,60,51,50,13,23,1,92,212, ,4,29,6,10
"Morris, Dale",WB,24,127,104,170,297,1,3, ,56,54,21,11,27,18,13, ,100,195,9,1,143,39,2
"Pickett, Byron",ME,20,215,102,80,295,9,7,1,45,33,56,31,39,14,15,5,94,202, ,11,26,67,14
"Rivers, Jared",ME,22,166,118,129,295,4,4,2,58,49,16,7,34,17,13, ,111,182,14,6,144,14,1
"Whelan, Matthew",ME,19,148,91,147,295,3,2, ,52,69,10,19,22,11,11, ,96,199,5,2,57,15,3
"Hasleby, Paul",FR,16,141,71,153,294,6,6,4,49,16,31,49,29,16,15,2,110,181,6,10,13,4,4
"Mahoney, Josh",PA,22,193,106,99,292,29,10,1,41,10,43,26,37,31,11,1,135,162,12,28,28,3,7
"Rischitelli, Michael",BL,18,161,71,130,291,8,4,2,67,28,47,57,27,14,11,2,111,182,5,6,28,13,4
"Grant, Chris",WB,24,192,113,97,289,28,16,5,38,36,37,7,49,23,26,3,109,180,18,33,58,31,9
"Brown, Leigh",KA,21,163,117,126,289,8,5,13,30,42,31,7,49,13,19, ,78,204,7,6,95,13,3
"Green, Kasey",KA,22,169,108,119,288,13,11,1,28,29,49,10,29,9,17, ,77,214,8,15,39,11,10
"Chaplin, Troy",PA,19,155,103,133,288,2,1, ,24,60,14,5,25,10,11, ,73,201,3,2,72,13,1
"Crowley, Ryan",FR,19,179,103,104,283,20,8,1,29,21,45,29,34,14,16, ,85,199,10,14,16,6,5
"Dew, Stuart",PA,20,192,71,90,282,18,17,1,46,60,51,37,29,11,13,1,93,176,3,8,18,9,5
"Burton, Brett",AD,16,207,106,72,279,41,27,1,23,14,53,8,49,16,18,10,124,153,27,34,32,18,10
"Tarrant, Chris",CW,20,195,151,84,279,36,31,19,39, ,68,3,44,21,18,2,96,185,15,61,30,5,19
"Stevens, Scott",AD,18,198,114,81,279,6,2,1,27,50,30,6,28,15,12, ,89,190,13,3,62,10,5
"Butler, Sam",WC,14,156,58,123,279,6,5,1,59,23,43,37,22,14,10, ,91,192,1,2,24,17,9
"Moody, Matthew",BL,19,177,97,101,278,11,19, ,29,32,65,12,41,12,9, ,58,223,1,10,23,38,5
"Fletcher, Dustin",ES,16,211,98,67,278, , ,3,12,128,7,5,26,3,8,5,70,169,11, ,120,9,1
"Guerra, Brent",HW,15,184,84,91,275,3,2, ,27,88,33,10,45,16,18, ,64,209,2,2,25,13,1
"Milne, Stephen",SK,22,216,81,57,273,29,29,2,39,16,58,23,68,19,35, ,102,172,2,25,25,33,11
"Glass, Darren",WC,25,102,98,171,273,1, ,2,44,51,4,2,27,13,13, ,121,150,26, ,142,10, 
"Staker, Brent",WC,23,169,113,103,272,24,15,3,41,5,68,5,53,10,25, ,120,153,31,30,43,8,19
"Stiller, Cheynee",BL,13,158,83,114,272,4,5,1,31,30,39,16,30,14,7, ,80,198,1,5,17,15,4
"Richardson, Matthew",RI,18,202,150,67,269,45,40,9,13,6,58,3,48,14,10,10,115,157,34,70,28,6,8
"Pratt, Daniel",KA,18,206,130,63,269,3,3, ,29,65,18,11,26,14,8,3,64,198,9,6,55,21,1
"Bradley, Kepler",ES,21,164,103,104,268,8,3,14,17,47,22,13,23,11,8, ,84,182,12,7,45,16,2
"Sandilands, Aaron",FR,21,123,96,145,268,7,6,516,15,20,46,57,29,27,13,5,101,171,3,9,37,1,5
"Dixon, Ben",HW,22,177,131,90,267,39,20, ,38,4,37,6,34,19,5,3,93,174,20,42,15,2,14
"Fevola, Brendan",CA,21,226,139,40,266,84,53,14,23, ,56,3,55,27,24,9,98,156,31,83,21,7,11
"Scott, Brad",BL,18,151,88,115,266,1,1, ,43,41,23,9,41,4,22, ,54,212,1,3,36,17,1
"Hird, James",ES,13,172,86,93,265,19,9,1,20,20,46,35,22,15,8,5,98,168,10,22,12,1,10
"Power, Sam",WB,19,150,93,115,265,1, ,1,29,37,41,12,26,11,7, ,60,203,1,2,28,9,11
"Bradshaw, Daniel",BL,22,211,159,52,263,59,39,3,24,10,31,2,22,11,7,5,105,153,45,74,21, ,10
"Ebert, Brett",PA,21,193,111,70,263,24,21,1,37,7,60,15,26,19,8,4,95,171,11,35,23,2,9
"Polo, Dean",RI,17,141,109,120,261,6,6, ,41,16,28,22,35,4,13,5,88,173,5,9,22,10,6
"Akermanis, Jason",BL,14,194,78,66,260,15,16, ,40,20,53,27,33,10,10,3,84,168,8,17,15,10,7
"Mooney, Cameron",GE,17,177,124,82,259,22,8,27,20,25,44,9,42,16,17,4,87,167,24,35,37,7,17
"Roughead, Jarryd",HW,20,151,108,108,259,12,5,4,29,35,17,8,37,8,19, ,95,164,15,14,54,4,5
"Cassisi, Domenic",PA,15,141,58,118,259,6,6, ,50,26,25,26,31,15,15, ,88,174,1,3,35,9,1
"Fisher, Leigh",SK,15,134,85,124,258,1,2,2,25,36,18,16,33,6,5, ,101,151,8,1,59,15,2
"Rosa, Matt",WC,15,166,92,89,255,3,5,1,28,26,37,18,27,10,7, ,56,195,3,2,20,27,4
"Farmer, Jeff",FR,22,192,70,62,254,55,21,1,57,2,58,13,69,14,34,4,114,139,12,38,16,11,19
"Wakelin, Darryl",PA,20,164,130,90,254, ,1,1,11,52,10,1,21,10,10,1,78,168,20,1,77,25,1
"Kelly, James",GE,15,134,48,119,253,7,2,2,40,19,43,39,35,7,10, ,107,154,3,8,18,4,7
"van Berlo, Nathan",AD,19,143,58,110,253,5,5,3,44,12,50,27,22,22,7, ,94,164,4,4,36,9,11
"McVeigh, Jarrad",SY,25,173,82,79,252,21,7, ,71,17,43,38,43,16,21, ,96,159,5,14,22,1,7
"Tambling, Richard",RI,21,176,92,76,252,14,19,1,48,8,50,24,27,20,8,1,84,169,3,16,35,9,6
"Hale, David",KA,22,166,120,84,250,11,12,243,42,6,27,47,26,18,16, ,109,141,15,23,26,2,4
"Camporeale, Scott",ES,12,161,48,88,249,3,1, ,37,45,44,21,30,9,7, ,60,180, ,2,7,2,4
"Bartram, Clint",ME,22,132,85,115,247,6,1, ,86,26,29,20,35,12,13, ,79,169,2,4,44,27,2
"McPharlin, Luke",FR,22,184,144,62,246,15,9,6,27,37,18, ,43,8,28, ,83,156,30,26,55,7,6
"Symes, Brad",PA,12,123,95,123,246,1,1, ,34,47,13,10,21,10,12, ,56,189, ,5,27,17,1
